"yr","date","Latitude","Longitude","pyro","doy","pyrocat","subsegment"
2013,2013-06-18,27.957,-82.622,NA,169,NA,"CE"
2013,2013-06-18,27.942,-82.675,NA,169,NA,"CW"
2013,2013-06-18,27.9055,-82.6046,NA,169,NA,"SW"
2013,2013-06-18,27.9244,-82.5496,NA,169,NA,"SE"
2013,2013-06-18,27.86111,-82.58911,NA,169,NA,"SW"
2013,2013-06-26,28.02,-82.675,27600,177,"Low","NW"
2013,2013-06-26,27.972,-82.673,NA,177,NA,"NW"
2013,2013-06-26,27.98,-82.62,NA,177,NA,"NE"
2013,2013-06-26,27.949,-82.561,NA,177,NA,"CE"
2013,2013-06-26,27.957,-82.622,NA,177,NA,"CE"
2013,2013-06-26,27.942,-82.675,NA,177,NA,"CW"
2013,2013-06-26,27.9055,-82.6046,NA,177,NA,"SW"
2013,2013-06-26,27.9244,-82.5496,NA,177,NA,"SE"
2013,2013-06-26,27.86111,-82.58911,NA,177,NA,"SW"
2013,2013-07-08,28.02,-82.675,34600,189,"Low","NW"
2013,2013-07-08,27.972,-82.673,8300,189,"No bloom","NW"
2013,2013-07-08,27.98,-82.62,8600,189,"No bloom","NE"
2013,2013-07-08,27.949,-82.561,NA,189,NA,"CE"
2013,2013-07-08,27.957,-82.622,17000,189,"Low","CE"
2013,2013-07-08,27.942,-82.675,333,189,"No bloom","CW"
2013,2013-07-08,27.9055,-82.6046,1000,189,"No bloom","SW"
2013,2013-07-08,27.9244,-82.5496,NA,189,NA,"SE"
2013,2013-07-08,27.86111,-82.58911,NA,189,NA,"SW"
2013,2013-07-25,28.02,-82.675,282300,206,"Medium","NW"
2013,2013-07-25,27.972,-82.673,478600,206,"Medium","NW"
2013,2013-07-25,27.98,-82.62,73000,206,"Low","NE"
2013,2013-07-25,27.949,-82.561,667,206,"No bloom","CE"
2013,2013-07-25,27.957,-82.622,654000,206,"Medium","CE"
2013,2013-07-25,27.942,-82.675,304000,206,"Medium","CW"
2013,2013-07-25,27.9055,-82.6046,264600,206,"Medium","SW"
2013,2013-07-25,27.9244,-82.5496,14000,206,"Low","SE"
2013,2013-07-25,27.86111,-82.58911,81000,206,"Low","SW"
2013,2013-08-01,27.972,-82.673,1325300,213,"High","NW"
2013,2013-08-01,27.98,-82.62,14000,213,"Low","NE"
2013,2013-08-01,27.949,-82.561,59300,213,"Low","CE"
2013,2013-08-01,27.957,-82.622,1016000,213,"High","CE"
2013,2013-08-01,27.942,-82.675,970600,213,"Medium","CW"
2013,2013-08-01,27.9055,-82.6046,3e+06,213,"High","SW"
2013,2013-08-01,27.9244,-82.5496,NA,213,NA,"SE"
2013,2013-08-01,27.86111,-82.58911,220000,213,"Medium","SW"
2013,2013-08-06,28.02,-82.675,82000,218,"Low","NW"
2013,2013-08-06,27.972,-82.673,541300,218,"Medium","NW"
2013,2013-08-06,27.98,-82.62,137000,218,"Medium","NE"
2013,2013-08-06,27.949,-82.561,3300,218,"No bloom","CE"
2013,2013-08-06,27.957,-82.622,39300,218,"Low","CE"
2013,2013-08-06,27.942,-82.675,128600,218,"Medium","CW"
2013,2013-08-06,27.9055,-82.6046,5000,218,"No bloom","SW"
2013,2013-08-06,27.9244,-82.5496,NA,218,NA,"SE"
2013,2013-08-06,27.86111,-82.58911,6600,218,"No bloom","SW"
2013,2013-08-16,28.02,-82.675,837300,228,"Medium","NW"
2013,2013-08-16,27.972,-82.673,1146600,228,"High","NW"
2013,2013-08-16,27.98,-82.62,261300,228,"Medium","NE"
2013,2013-08-16,27.949,-82.561,52300,228,"Low","CE"
2013,2013-08-16,27.957,-82.622,781300,228,"Medium","CE"
2013,2013-08-16,27.942,-82.675,776000,228,"Medium","CW"
2013,2013-08-16,27.9055,-82.6046,181300,228,"Medium","SW"
2013,2013-08-16,27.9244,-82.5496,4000,228,"No bloom","SE"
2013,2013-08-16,27.86111,-82.58911,28300,228,"Low","SW"
2013,2013-08-23,28.02,-82.675,44300,235,"Low","NW"
2013,2013-08-23,27.972,-82.673,18300,235,"Low","NW"
2013,2013-08-23,27.98,-82.62,107300,235,"Medium","NE"
2013,2013-08-23,27.949,-82.561,2600,235,"No bloom","CE"
2013,2013-08-23,27.957,-82.622,6600,235,"No bloom","CE"
2013,2013-08-23,27.942,-82.675,34000,235,"Low","CW"
2013,2013-08-23,27.9055,-82.6046,270000,235,"Medium","SW"
2013,2013-08-23,27.9244,-82.5496,14300,235,"Low","SE"
2013,2013-08-23,27.86111,-82.58911,16600,235,"Low","SW"
2013,2013-08-29,28.02,-82.675,277300,241,"Medium","NW"
2013,2013-08-29,27.972,-82.673,245300,241,"Medium","NW"
2013,2013-08-29,27.98,-82.62,9300,241,"No bloom","NE"
2013,2013-08-29,27.949,-82.561,3600,241,"No bloom","CE"
2013,2013-08-29,27.957,-82.622,5600,241,"No bloom","CE"
2013,2013-08-29,27.942,-82.675,3000,241,"No bloom","CW"
2013,2013-08-29,27.9055,-82.6046,1600,241,"No bloom","SW"
2013,2013-08-29,27.9244,-82.5496,2000,241,"No bloom","SE"
2013,2013-08-29,27.86111,-82.58911,333,241,"No bloom","SW"
2013,2013-09-05,28.02,-82.675,102000,248,"Medium","NW"
2013,2013-09-05,27.972,-82.673,86600,248,"Low","NW"
2013,2013-09-05,27.98,-82.62,13000,248,"Low","NE"
2013,2013-09-05,27.949,-82.561,1600,248,"No bloom","CE"
2013,2013-09-05,27.957,-82.622,47000,248,"Low","CE"
2013,2013-09-05,27.942,-82.675,159300,248,"Medium","CW"
2013,2013-09-05,27.9055,-82.6046,416000,248,"Medium","SW"
2013,2013-09-05,27.9244,-82.5496,NA,248,NA,"SE"
2013,2013-09-05,27.86111,-82.58911,45600,248,"Low","SW"
2013,2013-09-12,28.02,-82.675,174300,255,"Medium","NW"
2013,2013-09-12,27.972,-82.673,73000,255,"Low","NW"
2013,2013-09-12,27.98,-82.62,99600,255,"Low","NE"
2013,2013-09-12,27.949,-82.561,143600,255,"Medium","CE"
2013,2013-09-12,27.957,-82.622,179300,255,"Medium","CE"
2013,2013-09-12,27.942,-82.675,1300,255,"No bloom","CW"
2013,2013-09-12,27.9055,-82.6046,9000,255,"No bloom","SW"
2013,2013-09-12,27.9244,-82.5496,667,255,"No bloom","SE"
2013,2013-09-12,27.86111,-82.58911,1000,255,"No bloom","SW"
2013,2013-09-17,28.02,-82.675,48600,260,"Low","NW"
2013,2013-09-17,27.972,-82.673,65300,260,"Low","NW"
2013,2013-09-17,27.98,-82.62,79000,260,"Low","NE"
2013,2013-09-17,27.949,-82.561,68600,260,"Low","CE"
2013,2013-09-17,27.957,-82.622,335600,260,"Medium","CE"
2013,2013-09-17,27.942,-82.675,60000,260,"Low","CW"
2013,2013-09-17,27.9055,-82.6046,43000,260,"Low","SW"
2013,2013-09-17,27.9244,-82.5496,19000,260,"Low","SE"
2013,2013-09-17,27.86111,-82.58911,4300,260,"No bloom","SW"
2013,2013-10-01,28.02,-82.675,15000,274,"Low","NW"
2013,2013-10-01,27.972,-82.673,2600,274,"No bloom","NW"
2013,2013-10-01,27.98,-82.62,3600,274,"No bloom","NE"
2013,2013-10-01,27.949,-82.561,10000,274,"No bloom","CE"
2013,2013-10-01,27.957,-82.622,3000,274,"No bloom","CE"
2013,2013-10-01,27.942,-82.675,1000,274,"No bloom","CW"
2013,2013-10-01,27.9055,-82.6046,NA,274,NA,"SW"
2013,2013-10-01,27.9244,-82.5496,1600,274,"No bloom","SE"
2013,2013-10-01,27.86111,-82.58911,333,274,"No bloom","SW"
2013,2013-10-10,28.02,-82.675,14600,283,"Low","NW"
2013,2013-10-10,27.972,-82.673,1000,283,"No bloom","NW"
2013,2013-10-10,27.98,-82.62,NA,283,NA,"NE"
2013,2013-10-10,27.949,-82.561,1300,283,"No bloom","CE"
2013,2013-10-10,27.957,-82.622,14300,283,"Low","CE"
2013,2013-10-10,27.942,-82.675,2000,283,"No bloom","CW"
2013,2013-10-10,27.9055,-82.6046,NA,283,NA,"SW"
2013,2013-10-10,27.9244,-82.5496,2600,283,"No bloom","SE"
2013,2013-10-10,27.86111,-82.58911,NA,283,NA,"SW"
2013,2013-10-23,28.02,-82.675,5000,296,"No bloom","NW"
2013,2013-10-23,27.972,-82.673,18000,296,"Low","NW"
2013,2013-10-23,27.98,-82.62,NA,296,NA,"NE"
2013,2013-10-23,27.949,-82.561,NA,296,NA,"CE"
2013,2013-10-23,27.957,-82.622,NA,296,NA,"CE"
2013,2013-10-23,27.942,-82.675,7600,296,"No bloom","CW"
2013,2013-10-23,27.9055,-82.6046,1300,296,"No bloom","SW"
2013,2013-10-23,27.9244,-82.5496,333,296,"No bloom","SE"
2013,2013-10-23,27.86111,-82.58911,NA,296,NA,"SW"
2013,2013-11-12,28.02,-82.675,NA,316,NA,"NW"
2013,2013-11-12,27.972,-82.673,NA,316,NA,"NW"
2013,2013-11-12,27.98,-82.62,NA,316,NA,"NE"
2013,2013-11-12,27.949,-82.561,NA,316,NA,"CE"
2013,2013-11-12,27.957,-82.622,NA,316,NA,"CE"
2013,2013-11-12,27.942,-82.675,NA,316,NA,"CW"
2013,2013-11-12,27.9055,-82.6046,NA,316,NA,"SW"
2013,2013-11-12,27.9244,-82.5496,NA,316,NA,"SE"
2013,2013-11-12,27.86111,-82.58911,NA,316,NA,"SW"
2013,2013-12-02,28.02,-82.675,NA,336,NA,"NW"
2013,2013-12-02,27.972,-82.673,NA,336,NA,"NW"
2013,2013-12-02,27.98,-82.62,NA,336,NA,"NE"
2013,2013-12-02,27.949,-82.561,NA,336,NA,"CE"
2013,2013-12-02,27.957,-82.622,NA,336,NA,"CE"
2013,2013-12-02,27.942,-82.675,NA,336,NA,"CW"
2013,2013-12-02,27.9055,-82.6046,NA,336,NA,"SW"
2013,2013-12-02,27.9244,-82.5496,NA,336,NA,"SE"
2013,2013-12-02,27.86111,-82.58911,NA,336,NA,"SW"
2013,2013-12-18,28.02,-82.675,NA,352,NA,"NW"
2013,2013-12-18,27.972,-82.673,NA,352,NA,"NW"
2013,2013-12-18,27.98,-82.62,NA,352,NA,"NE"
2013,2013-12-18,27.949,-82.561,NA,352,NA,"CE"
2013,2013-12-18,27.957,-82.622,NA,352,NA,"CE"
2013,2013-12-18,27.942,-82.675,NA,352,NA,"CW"
2013,2013-12-18,27.9055,-82.6046,NA,352,NA,"SW"
2013,2013-12-18,27.9244,-82.5496,NA,352,NA,"SE"
2013,2013-12-18,27.86111,-82.58911,NA,352,NA,"SW"
2014,2014-01-03,28.02,-82.675,NA,3,NA,"NW"
2014,2014-01-03,27.972,-82.673,NA,3,NA,"NW"
2014,2014-01-03,27.98,-82.62,NA,3,NA,"NE"
2014,2014-01-03,27.949,-82.561,NA,3,NA,"CE"
2014,2014-01-03,27.957,-82.622,NA,3,NA,"CE"
2014,2014-01-03,27.942,-82.675,NA,3,NA,"CW"
2014,2014-01-03,27.9055,-82.6046,NA,3,NA,"SW"
2014,2014-01-03,27.9244,-82.5496,NA,3,NA,"SE"
2014,2014-01-03,27.86111,-82.58911,NA,3,NA,"SW"
2014,2014-01-17,28.02,-82.675,NA,17,NA,"NW"
2014,2014-01-17,27.972,-82.673,NA,17,NA,"NW"
2014,2014-01-17,27.98,-82.62,NA,17,NA,"NE"
2014,2014-01-17,27.949,-82.561,NA,17,NA,"CE"
2014,2014-01-17,27.957,-82.622,NA,17,NA,"CE"
2014,2014-01-17,27.942,-82.675,NA,17,NA,"CW"
2014,2014-01-17,27.9055,-82.6046,NA,17,NA,"SW"
2014,2014-01-17,27.9244,-82.5496,NA,17,NA,"SE"
2014,2014-01-17,27.86111,-82.58911,NA,17,NA,"SW"
2014,2014-01-28,28.02,-82.675,NA,28,NA,"NW"
2014,2014-01-28,27.972,-82.673,NA,28,NA,"NW"
2014,2014-01-28,27.98,-82.62,NA,28,NA,"NE"
2014,2014-01-28,27.949,-82.561,NA,28,NA,"CE"
2014,2014-01-28,27.957,-82.622,NA,28,NA,"CE"
2014,2014-01-28,27.942,-82.675,NA,28,NA,"CW"
2014,2014-01-28,27.9055,-82.6046,NA,28,NA,"SW"
2014,2014-01-28,27.9244,-82.5496,NA,28,NA,"SE"
2014,2014-01-28,27.86111,-82.58911,NA,28,NA,"SW"
2014,2014-02-11,28.02,-82.675,NA,42,NA,"NW"
2014,2014-02-11,27.972,-82.673,NA,42,NA,"NW"
2014,2014-02-11,27.98,-82.62,NA,42,NA,"NE"
2014,2014-02-11,27.949,-82.561,NA,42,NA,"CE"
2014,2014-02-11,27.957,-82.622,NA,42,NA,"CE"
2014,2014-02-11,27.942,-82.675,NA,42,NA,"CW"
2014,2014-02-11,27.9055,-82.6046,NA,42,NA,"SW"
2014,2014-02-11,27.9244,-82.5496,NA,42,NA,"SE"
2014,2014-02-11,27.86111,-82.58911,NA,42,NA,"SW"
2014,2014-02-26,28.02,-82.675,NA,57,NA,"NW"
2014,2014-02-26,27.972,-82.673,NA,57,NA,"NW"
2014,2014-02-26,27.98,-82.62,NA,57,NA,"NE"
2014,2014-02-26,27.949,-82.561,NA,57,NA,"CE"
2014,2014-02-26,27.957,-82.622,NA,57,NA,"CE"
2014,2014-02-26,27.942,-82.675,NA,57,NA,"CW"
2014,2014-02-26,27.9055,-82.6046,NA,57,NA,"SW"
2014,2014-02-26,27.9244,-82.5496,NA,57,NA,"SE"
2014,2014-02-26,27.86111,-82.58911,NA,57,NA,"SW"
2014,2014-03-12,28.02,-82.675,NA,71,NA,"NW"
2014,2014-03-12,27.972,-82.673,NA,71,NA,"NW"
2014,2014-03-12,27.98,-82.62,333,71,"No bloom","NE"
2014,2014-03-12,27.949,-82.561,NA,71,NA,"CE"
2014,2014-03-12,27.957,-82.622,NA,71,NA,"CE"
2014,2014-03-12,27.942,-82.675,NA,71,NA,"CW"
2014,2014-03-12,27.9055,-82.6046,NA,71,NA,"SW"
2014,2014-03-12,27.9244,-82.5496,NA,71,NA,"SE"
2014,2014-03-12,27.86111,-82.58911,NA,71,NA,"SW"
2014,2014-03-26,28.02,-82.675,NA,85,NA,"NW"
2014,2014-03-26,27.972,-82.673,333,85,"No bloom","NW"
2014,2014-03-26,27.98,-82.62,NA,85,NA,"NE"
2014,2014-03-26,27.949,-82.561,NA,85,NA,"CE"
2014,2014-03-26,27.957,-82.622,NA,85,NA,"CE"
2014,2014-03-26,27.942,-82.675,667,85,"No bloom","CW"
2014,2014-03-26,27.9055,-82.6046,NA,85,NA,"SW"
2014,2014-03-26,27.9244,-82.5496,NA,85,NA,"SE"
2014,2014-03-26,27.86111,-82.58911,NA,85,NA,"SW"
2014,2014-04-11,28.02,-82.675,NA,101,NA,"NW"
2014,2014-04-11,27.972,-82.673,NA,101,NA,"NW"
2014,2014-04-11,27.98,-82.62,NA,101,NA,"NE"
2014,2014-04-11,27.949,-82.561,NA,101,NA,"CE"
2014,2014-04-11,27.957,-82.622,333,101,"No bloom","CE"
2014,2014-04-11,27.942,-82.675,667,101,"No bloom","CW"
2014,2014-04-11,27.9055,-82.6046,NA,101,NA,"SW"
2014,2014-04-11,27.9244,-82.5496,NA,101,NA,"SE"
2014,2014-04-11,27.86111,-82.58911,NA,101,NA,"SW"
2014,2014-04-23,28.02,-82.675,NA,113,NA,"NW"
2014,2014-04-23,27.972,-82.673,NA,113,NA,"NW"
2014,2014-04-23,27.98,-82.62,NA,113,NA,"NE"
2014,2014-04-23,27.949,-82.561,NA,113,NA,"CE"
2014,2014-04-23,27.957,-82.622,NA,113,NA,"CE"
2014,2014-04-23,27.942,-82.675,NA,113,NA,"CW"
2014,2014-04-23,27.9055,-82.6046,NA,113,NA,"SW"
2014,2014-04-23,27.9244,-82.5496,NA,113,NA,"SE"
2014,2014-04-23,27.86111,-82.58911,NA,113,NA,"SW"
2014,2014-05-07,28.02,-82.675,NA,127,NA,"NW"
2014,2014-05-07,27.972,-82.673,NA,127,NA,"NW"
2014,2014-05-07,27.98,-82.62,NA,127,NA,"NE"
2014,2014-05-07,27.949,-82.561,333,127,"No bloom","CE"
2014,2014-05-07,27.957,-82.622,333,127,"No bloom","CE"
2014,2014-05-07,27.942,-82.675,NA,127,NA,"CW"
2014,2014-05-07,27.9055,-82.6046,NA,127,NA,"SW"
2014,2014-05-07,27.9244,-82.5496,NA,127,NA,"SE"
2014,2014-05-07,27.86111,-82.58911,NA,127,NA,"SW"
2014,2014-05-20,28.02,-82.675,667,140,"No bloom","NW"
2014,2014-05-20,27.972,-82.673,7600,140,"No bloom","NW"
2014,2014-05-20,27.98,-82.62,NA,140,NA,"NE"
2014,2014-05-20,27.949,-82.561,NA,140,NA,"CE"
2014,2014-05-20,27.957,-82.622,4300,140,"No bloom","CE"
2014,2014-05-20,27.942,-82.675,1300,140,"No bloom","CW"
2014,2014-05-20,27.9055,-82.6046,333,140,"No bloom","SW"
2014,2014-05-20,27.9244,-82.5496,NA,140,NA,"SE"
2014,2014-05-20,27.86111,-82.58911,NA,140,NA,"SW"
2014,2014-05-30,28.02,-82.675,3600,150,"No bloom","NW"
2014,2014-05-30,27.972,-82.673,16300,150,"Low","NW"
2014,2014-05-30,27.98,-82.62,NA,150,NA,"NE"
2014,2014-05-30,27.949,-82.561,NA,150,NA,"CE"
2014,2014-05-30,27.957,-82.622,NA,150,NA,"CE"
2014,2014-05-30,27.942,-82.675,378600,150,"Medium","CW"
2014,2014-05-30,27.9055,-82.6046,NA,150,NA,"SW"
2014,2014-05-30,27.9244,-82.5496,NA,150,NA,"SE"
2014,2014-05-30,27.86111,-82.58911,NA,150,NA,"SW"
2014,2014-06-12,28.02,-82.675,362600,163,"Medium","NW"
2014,2014-06-12,27.972,-82.673,186600,163,"Medium","NW"
2014,2014-06-12,27.98,-82.62,NA,163,NA,"NE"
2014,2014-06-12,27.949,-82.561,NA,163,NA,"CE"
2014,2014-06-12,27.957,-82.622,333,163,"No bloom","CE"
2014,2014-06-12,27.942,-82.675,602600,163,"Medium","CW"
2014,2014-06-12,27.9055,-82.6046,NA,163,NA,"SW"
2014,2014-06-12,27.9244,-82.5496,NA,163,NA,"SE"
2014,2014-06-12,27.86111,-82.58911,NA,163,NA,"SW"
2014,2014-06-27,28.02,-82.675,333,178,"No bloom","NW"
2014,2014-06-27,27.972,-82.673,NA,178,NA,"NW"
2014,2014-06-27,27.98,-82.62,NA,178,NA,"NE"
2014,2014-06-27,27.949,-82.561,NA,178,NA,"CE"
2014,2014-06-27,27.957,-82.622,NA,178,NA,"CE"
2014,2014-06-27,27.942,-82.675,48600,178,"Low","CW"
2014,2014-06-27,27.9055,-82.6046,11600,178,"Low","SW"
2014,2014-06-27,27.9244,-82.5496,NA,178,NA,"SE"
2014,2014-06-27,27.86111,-82.58911,1660,178,"No bloom","SW"
2014,2014-07-17,28.02,-82.675,200200,198,"Medium","NW"
2014,2014-07-17,27.972,-82.673,363600,198,"Medium","NW"
2014,2014-07-17,27.98,-82.62,1000,198,"No bloom","NE"
2014,2014-07-17,27.949,-82.561,667,198,"No bloom","CE"
2014,2014-07-17,27.957,-82.622,59300,198,"Low","CE"
2014,2014-07-17,27.942,-82.675,320800,198,"Medium","CW"
2014,2014-07-17,27.9055,-82.6046,113700,198,"Medium","SW"
2014,2014-07-17,27.9244,-82.5496,NA,198,NA,"SE"
2014,2014-07-17,27.86111,-82.58911,3000,198,"No bloom","SW"
2014,2014-08-01,28.02,-82.675,1153000,213,"High","NW"
2014,2014-08-01,27.972,-82.673,214000,213,"Medium","NW"
2014,2014-08-01,27.98,-82.62,2600,213,"No bloom","NE"
2014,2014-08-01,27.949,-82.561,333,213,"No bloom","CE"
2014,2014-08-01,27.957,-82.622,194600,213,"Medium","CE"
2014,2014-08-01,27.942,-82.675,205600,213,"Medium","CW"
2014,2014-08-01,27.9055,-82.6046,62600,213,"Low","SW"
2014,2014-08-01,27.9244,-82.5496,333,213,"No bloom","SE"
2014,2014-08-01,27.86111,-82.58911,1600,213,"No bloom","SW"
2014,2014-08-14,28.02,-82.675,211000,226,"Medium","NW"
2014,2014-08-14,27.972,-82.673,147300,226,"Medium","NW"
2014,2014-08-14,27.98,-82.62,61000,226,"Low","NE"
2014,2014-08-14,27.949,-82.561,4300,226,"No bloom","CE"
2014,2014-08-14,27.957,-82.622,186300,226,"Medium","CE"
2014,2014-08-14,27.942,-82.675,447300,226,"Medium","CW"
2014,2014-08-14,27.9055,-82.6046,681000,226,"Medium","SW"
2014,2014-08-14,27.9244,-82.5496,NA,226,NA,"SE"
2014,2014-08-14,27.86111,-82.58911,61300,226,"Low","SW"
2014,2014-09-03,28.02,-82.675,148750,246,"Medium","NW"
2014,2014-09-03,27.972,-82.673,223600,246,"Medium","NW"
2014,2014-09-03,27.98,-82.62,9330,246,"No bloom","NE"
2014,2014-09-03,27.949,-82.561,12300,246,"Low","CE"
2014,2014-09-03,27.957,-82.622,183750,246,"Medium","CE"
2014,2014-09-03,27.942,-82.675,7660,246,"No bloom","CW"
2014,2014-09-03,27.9055,-82.6046,31300,246,"Low","SW"
2014,2014-09-03,27.9244,-82.5496,21600,246,"Low","SE"
2014,2014-09-03,27.86111,-82.58911,3660,246,"No bloom","SW"
2014,2014-09-19,28.02,-82.675,172333,262,"Medium","NW"
2014,2014-09-19,27.972,-82.673,116667,262,"Medium","NW"
2014,2014-09-19,27.98,-82.62,19333,262,"Low","NE"
2014,2014-09-19,27.949,-82.561,11333,262,"Low","CE"
2014,2014-09-19,27.957,-82.622,39000,262,"Low","CE"
2014,2014-09-19,27.942,-82.675,144333,262,"Medium","CW"
2014,2014-09-19,27.9055,-82.6046,28000,262,"Low","SW"
2014,2014-09-19,27.9244,-82.5496,NA,262,NA,"SE"
2014,2014-09-19,27.86111,-82.58911,11000,262,"Low","SW"
2014,2014-10-03,28.02,-82.675,NA,276,NA,"NW"
2014,2014-10-03,27.972,-82.673,2667,276,"No bloom","NW"
2014,2014-10-03,27.98,-82.62,NA,276,NA,"NE"
2014,2014-10-03,27.949,-82.561,NA,276,NA,"CE"
2014,2014-10-03,27.957,-82.622,1333,276,"No bloom","CE"
2014,2014-10-03,27.942,-82.675,4667,276,"No bloom","CW"
2014,2014-10-03,27.9055,-82.6046,1333,276,"No bloom","SW"
2014,2014-10-03,27.9244,-82.5496,NA,276,NA,"SE"
2014,2014-10-03,27.86111,-82.58911,NA,276,NA,"SW"
2014,2014-11-21,28.02,-82.675,NA,325,NA,"NW"
2014,2014-11-21,27.972,-82.673,NA,325,NA,"NW"
2014,2014-11-21,27.98,-82.62,NA,325,NA,"NE"
2014,2014-11-21,27.949,-82.561,NA,325,NA,"CE"
2014,2014-11-21,27.957,-82.622,NA,325,NA,"CE"
2014,2014-11-21,27.942,-82.675,NA,325,NA,"CW"
2014,2014-11-21,27.9055,-82.6046,NA,325,NA,"SW"
2014,2014-11-21,27.9244,-82.5496,NA,325,NA,"SE"
2014,2014-11-21,27.86111,-82.58911,NA,325,NA,"SW"
2014,2014-12-18,28.02,-82.675,NA,352,NA,"NW"
2014,2014-12-18,27.972,-82.673,NA,352,NA,"NW"
2014,2014-12-18,27.98,-82.62,NA,352,NA,"NE"
2014,2014-12-18,27.949,-82.561,NA,352,NA,"CE"
2014,2014-12-18,27.957,-82.622,NA,352,NA,"CE"
2014,2014-12-18,27.942,-82.675,NA,352,NA,"CW"
2014,2014-12-18,27.9055,-82.6046,NA,352,NA,"SW"
2014,2014-12-18,27.9244,-82.5496,NA,352,NA,"SE"
2014,2014-12-18,27.86111,-82.58911,NA,352,NA,"SW"
2015,2015-02-24,28.02,-82.675,NA,55,NA,"NW"
2015,2015-02-24,27.972,-82.673,NA,55,NA,"NW"
2015,2015-02-24,27.98,-82.62,NA,55,NA,"NE"
2015,2015-02-24,27.949,-82.561,NA,55,NA,"CE"
2015,2015-02-24,27.957,-82.622,NA,55,NA,"CE"
2015,2015-02-24,27.942,-82.675,NA,55,NA,"CW"
2015,2015-02-24,27.9055,-82.6046,NA,55,NA,"SW"
2015,2015-02-24,27.9244,-82.5496,NA,55,NA,"SE"
2015,2015-02-24,27.86111,-82.58911,NA,55,NA,"SW"
2015,2015-03-18,28.02,-82.675,NA,77,NA,"NW"
2015,2015-03-18,27.972,-82.673,NA,77,NA,"NW"
2015,2015-03-18,27.98,-82.62,333,77,"No bloom","NE"
2015,2015-03-18,27.949,-82.561,333,77,"No bloom","CE"
2015,2015-03-18,27.957,-82.622,333,77,"No bloom","CE"
2015,2015-03-18,27.942,-82.675,1667,77,"No bloom","CW"
2015,2015-03-18,27.9055,-82.6046,NA,77,NA,"SW"
2015,2015-03-18,27.9244,-82.5496,NA,77,NA,"SE"
2015,2015-03-18,27.86111,-82.58911,NA,77,NA,"SW"
2015,2015-04-23,28.02,-82.675,45000,113,"Low","NW"
2015,2015-04-23,27.972,-82.673,333,113,"No bloom","NW"
2015,2015-04-23,27.98,-82.62,333,113,"No bloom","NE"
2015,2015-04-23,27.949,-82.561,NA,113,NA,"CE"
2015,2015-04-23,27.957,-82.622,667,113,"No bloom","CE"
2015,2015-04-23,27.942,-82.675,5667,113,"No bloom","CW"
2015,2015-04-23,27.9055,-82.6046,1333,113,"No bloom","SW"
2015,2015-04-23,27.9244,-82.5496,NA,113,NA,"SE"
2015,2015-04-23,27.86111,-82.58911,NA,113,NA,"SW"
2015,2015-05-19,28.02,-82.675,11333,139,"Low","NW"
2015,2015-05-19,27.972,-82.673,3000,139,"No bloom","NW"
2015,2015-05-19,27.98,-82.62,667,139,"No bloom","NE"
2015,2015-05-19,27.949,-82.561,NA,139,NA,"CE"
2015,2015-05-19,27.957,-82.622,2333,139,"No bloom","CE"
2015,2015-05-19,27.942,-82.675,2667,139,"No bloom","CW"
2015,2015-05-19,27.9055,-82.6046,3667,139,"No bloom","SW"
2015,2015-05-19,27.9244,-82.5496,NA,139,NA,"SE"
2015,2015-05-19,27.86111,-82.58911,NA,139,NA,"SW"
2015,2015-06-02,28.02,-82.675,202361,153,"Medium","NW"
2015,2015-06-02,27.972,-82.673,391667,153,"Medium","NW"
2015,2015-06-02,27.98,-82.62,333,153,"No bloom","NE"
2015,2015-06-02,27.949,-82.561,NA,153,NA,"CE"
2015,2015-06-02,27.957,-82.622,250833,153,"Medium","CE"
2015,2015-06-02,27.942,-82.675,34000,153,"Low","CW"
2015,2015-06-02,27.9055,-82.6046,NA,153,NA,"SW"
2015,2015-06-02,27.9244,-82.5496,NA,153,NA,"SE"
2015,2015-06-02,27.86111,-82.58911,NA,153,NA,"SW"
2015,2015-06-25,28.02,-82.675,199792,176,"Medium","NW"
2015,2015-06-25,27.972,-82.673,21667,176,"Low","NW"
2015,2015-06-25,27.98,-82.62,NA,176,NA,"NE"
2015,2015-06-25,27.949,-82.561,NA,176,NA,"CE"
2015,2015-06-25,27.957,-82.622,NA,176,NA,"CE"
2015,2015-06-25,27.942,-82.675,44667,176,"Low","CW"
2015,2015-06-25,27.9055,-82.6046,NA,176,NA,"SW"
2015,2015-06-25,27.9244,-82.5496,NA,176,NA,"SE"
2015,2015-06-25,27.86111,-82.58911,NA,176,NA,"SW"
2015,2015-07-09,28.02,-82.675,47000,190,"Low","NW"
2015,2015-07-09,27.972,-82.673,2000,190,"No bloom","NW"
2015,2015-07-09,27.98,-82.62,NA,190,NA,"NE"
2015,2015-07-09,27.949,-82.561,NA,190,NA,"CE"
2015,2015-07-09,27.957,-82.622,2667,190,"No bloom","CE"
2015,2015-07-09,27.942,-82.675,4333,190,"No bloom","CW"
2015,2015-07-09,27.9055,-82.6046,NA,190,NA,"SW"
2015,2015-07-09,27.9244,-82.5496,NA,190,NA,"SE"
2015,2015-07-09,27.86111,-82.58911,667,190,"No bloom","SW"
2015,2015-07-24,28.02,-82.675,892500,205,"Medium","NW"
2015,2015-07-24,27.972,-82.673,653333,205,"Medium","NW"
2015,2015-07-24,27.98,-82.62,14333,205,"Low","NE"
