"yr","date","Latitude","Longitude","pyro","doy","pyrocat","subsegment"
2015,2015-07-24,27.949,-82.561,NA,205,NA,"CE"
2015,2015-07-24,27.957,-82.622,667,205,"No bloom","CE"
2015,2015-07-24,27.942,-82.675,2125444,205,"High","CW"
2015,2015-07-24,27.9055,-82.6046,42000,205,"Low","SW"
2015,2015-07-24,27.9244,-82.5496,NA,205,NA,"SE"
2015,2015-07-24,27.86111,-82.58911,1333,205,"No bloom","SW"
2015,2015-08-07,28.02,-82.675,1000,219,"No bloom","NW"
2015,2015-08-07,27.972,-82.673,41333,219,"Low","NW"
2015,2015-08-07,27.98,-82.62,104028,219,"Medium","NE"
2015,2015-08-07,27.949,-82.561,770000,219,"Medium","CE"
2015,2015-08-07,27.957,-82.622,1472667,219,"High","CE"
2015,2015-08-07,27.942,-82.675,853833,219,"Medium","CW"
2015,2015-08-07,27.9055,-82.6046,289833,219,"Medium","SW"
2015,2015-08-07,27.9244,-82.5496,229125,219,"Medium","SE"
2015,2015-08-07,27.86111,-82.58911,3667,219,"No bloom","SW"
2015,2015-08-20,28.02,-82.675,NA,232,NA,"NW"
2015,2015-08-20,27.972,-82.673,45667,232,"Low","NW"
2015,2015-08-20,27.98,-82.62,22000,232,"Low","NE"
2015,2015-08-20,27.949,-82.561,154667,232,"Medium","CE"
2015,2015-08-20,27.957,-82.622,473917,232,"Medium","CE"
2015,2015-08-20,27.942,-82.675,105333,232,"Medium","CW"
2015,2015-08-20,27.9055,-82.6046,322777,232,"Medium","SW"
2015,2015-08-20,27.9244,-82.5496,65000,232,"Low","SE"
2015,2015-08-20,27.86111,-82.58911,8000,232,"No bloom","SW"
2015,2015-09-03,28.02,-82.675,NA,246,NA,"NW"
2015,2015-09-03,27.972,-82.673,667,246,"No bloom","NW"
2015,2015-09-03,27.98,-82.62,NA,246,NA,"NE"
2015,2015-09-03,27.949,-82.561,1667,246,"No bloom","CE"
2015,2015-09-03,27.957,-82.622,2333,246,"No bloom","CE"
2015,2015-09-03,27.942,-82.675,333,246,"No bloom","CW"
2015,2015-09-03,27.9055,-82.6046,4333,246,"No bloom","SW"
2015,2015-09-03,27.9244,-82.5496,1000,246,"No bloom","SE"
2015,2015-09-03,27.86111,-82.58911,667,246,"No bloom","SW"
2015,2015-09-21,28.02,-82.675,9000,264,"No bloom","NW"
2015,2015-09-21,27.972,-82.673,333,264,"No bloom","NW"
2015,2015-09-21,27.98,-82.62,NA,264,NA,"NE"
2015,2015-09-21,27.949,-82.561,8333,264,"No bloom","CE"
2015,2015-09-21,27.957,-82.622,NA,264,NA,"CE"
2015,2015-09-21,27.942,-82.675,NA,264,NA,"CW"
2015,2015-09-21,27.9055,-82.6046,NA,264,NA,"SW"
2015,2015-09-21,27.9244,-82.5496,7333,264,"No bloom","SE"
2015,2015-09-21,27.86111,-82.58911,NA,264,NA,"SW"
2015,2015-10-08,28.02,-82.675,NA,281,NA,"NW"
2015,2015-10-08,27.972,-82.673,2000,281,"No bloom","NW"
2015,2015-10-08,27.98,-82.62,NA,281,NA,"NE"
2015,2015-10-08,27.949,-82.561,1333,281,"No bloom","CE"
2015,2015-10-08,27.957,-82.622,NA,281,NA,"CE"
2015,2015-10-08,27.942,-82.675,NA,281,NA,"CW"
2015,2015-10-08,27.9055,-82.6046,NA,281,NA,"SW"
2015,2015-10-08,27.9244,-82.5496,NA,281,NA,"SE"
2015,2015-10-08,27.86111,-82.58911,NA,281,NA,"SW"
2015,2015-11-05,28.02,-82.675,NA,309,NA,"NW"
2015,2015-11-05,27.972,-82.673,NA,309,NA,"NW"
2015,2015-11-05,27.98,-82.62,NA,309,NA,"NE"
2015,2015-11-05,27.949,-82.561,NA,309,NA,"CE"
2015,2015-11-05,27.957,-82.622,NA,309,NA,"CE"
2015,2015-11-05,27.942,-82.675,NA,309,NA,"CW"
2015,2015-11-05,27.9055,-82.6046,NA,309,NA,"SW"
2015,2015-11-05,27.9244,-82.5496,NA,309,NA,"SE"
2015,2015-11-05,27.86111,-82.58911,NA,309,NA,"SW"
2015,2015-12-09,28.02,-82.675,NA,343,NA,"NW"
2015,2015-12-09,27.972,-82.673,NA,343,NA,"NW"
2015,2015-12-09,27.98,-82.62,NA,343,NA,"NE"
2015,2015-12-09,27.949,-82.561,NA,343,NA,"CE"
2015,2015-12-09,27.957,-82.622,NA,343,NA,"CE"
2015,2015-12-09,27.942,-82.675,NA,343,NA,"CW"
2015,2015-12-09,27.9055,-82.6046,NA,343,NA,"SW"
2015,2015-12-09,27.9244,-82.5496,NA,343,NA,"SE"
2015,2015-12-09,27.86111,-82.58911,NA,343,NA,"SW"
2016,2016-01-07,28.02,-82.675,NA,7,NA,"NW"
2016,2016-01-07,27.972,-82.673,NA,7,NA,"NW"
2016,2016-01-07,27.98,-82.62,NA,7,NA,"NE"
2016,2016-01-07,27.949,-82.561,NA,7,NA,"CE"
2016,2016-01-07,27.957,-82.622,NA,7,NA,"CE"
2016,2016-01-07,27.942,-82.675,NA,7,NA,"CW"
2016,2016-01-07,27.9055,-82.6046,NA,7,NA,"SW"
2016,2016-01-07,27.9244,-82.5496,NA,7,NA,"SE"
2016,2016-01-07,27.86111,-82.58911,NA,7,NA,"SW"
2016,2016-02-04,28.02,-82.675,NA,35,NA,"NW"
2016,2016-02-04,27.972,-82.673,NA,35,NA,"NW"
2016,2016-02-04,27.98,-82.62,NA,35,NA,"NE"
2016,2016-02-04,27.949,-82.561,NA,35,NA,"CE"
2016,2016-02-04,27.957,-82.622,NA,35,NA,"CE"
2016,2016-02-04,27.942,-82.675,NA,35,NA,"CW"
2016,2016-02-04,27.9055,-82.6046,NA,35,NA,"SW"
2016,2016-02-04,27.9244,-82.5496,NA,35,NA,"SE"
2016,2016-02-04,27.86111,-82.58911,NA,35,NA,"SW"
2016,2016-03-15,28.02,-82.675,NA,75,NA,"NW"
2016,2016-03-15,27.972,-82.673,NA,75,NA,"NW"
2016,2016-03-15,27.98,-82.62,NA,75,NA,"NE"
2016,2016-03-15,27.949,-82.561,NA,75,NA,"CE"
2016,2016-03-15,27.957,-82.622,NA,75,NA,"CE"
2016,2016-03-15,27.942,-82.675,NA,75,NA,"CW"
2016,2016-03-15,27.9055,-82.6046,NA,75,NA,"SW"
2016,2016-03-15,27.9244,-82.5496,NA,75,NA,"SE"
2016,2016-03-15,27.86111,-82.58911,NA,75,NA,"SW"
2016,2016-04-14,28.02,-82.675,667,105,"No bloom","NW"
2016,2016-04-14,27.972,-82.673,NA,105,NA,"NW"
2016,2016-04-14,27.98,-82.62,NA,105,NA,"NE"
2016,2016-04-14,27.949,-82.561,NA,105,NA,"CE"
2016,2016-04-14,27.957,-82.622,333,105,"No bloom","CE"
2016,2016-04-14,27.942,-82.675,NA,105,NA,"CW"
2016,2016-04-14,27.9055,-82.6046,NA,105,NA,"SW"
2016,2016-04-14,27.9244,-82.5496,NA,105,NA,"SE"
2016,2016-04-14,27.86111,-82.58911,NA,105,NA,"SW"
2016,2016-05-03,28.02,-82.675,3333,124,"No bloom","NW"
2016,2016-05-03,27.972,-82.673,NA,124,NA,"NW"
2016,2016-05-03,27.98,-82.62,NA,124,NA,"NE"
2016,2016-05-03,27.949,-82.561,NA,124,NA,"CE"
2016,2016-05-03,27.957,-82.622,333,124,"No bloom","CE"
2016,2016-05-03,27.942,-82.675,NA,124,NA,"CW"
2016,2016-05-03,27.9055,-82.6046,NA,124,NA,"SW"
2016,2016-05-03,27.9244,-82.5496,NA,124,NA,"SE"
2016,2016-05-03,27.86111,-82.58911,NA,124,NA,"SW"
2016,2016-05-19,28.02,-82.675,92000,140,"Low","NW"
2016,2016-05-19,27.972,-82.673,1667,140,"No bloom","NW"
2016,2016-05-19,27.98,-82.62,NA,140,NA,"NE"
2016,2016-05-19,27.949,-82.561,333,140,"No bloom","CE"
2016,2016-05-19,27.957,-82.622,NA,140,NA,"CE"
2016,2016-05-19,27.942,-82.675,NA,140,NA,"CW"
2016,2016-05-19,27.9055,-82.6046,NA,140,NA,"SW"
2016,2016-05-19,27.9244,-82.5496,NA,140,NA,"SE"
2016,2016-05-19,27.86111,-82.58911,41556,140,"Low","SW"
2016,2016-06-01,28.02,-82.675,147217,153,"Medium","NW"
2016,2016-06-01,27.972,-82.673,2000,153,"No bloom","NW"
2016,2016-06-01,27.98,-82.62,NA,153,NA,"NE"
2016,2016-06-01,27.949,-82.561,NA,153,NA,"CE"
2016,2016-06-01,27.957,-82.622,NA,153,NA,"CE"
2016,2016-06-01,27.942,-82.675,142350,153,"Medium","CW"
2016,2016-06-01,27.9055,-82.6046,4667,153,"No bloom","SW"
2016,2016-06-01,27.9244,-82.5496,NA,153,NA,"SE"
2016,2016-06-01,27.86111,-82.58911,333,153,"No bloom","SW"
2016,2016-06-15,28.02,-82.675,151323,167,"Medium","NW"
2016,2016-06-15,27.972,-82.673,165000,167,"Medium","NW"
2016,2016-06-15,27.98,-82.62,7333,167,"No bloom","NE"
2016,2016-06-15,27.949,-82.561,12333,167,"Low","CE"
2016,2016-06-15,27.957,-82.622,106893,167,"Medium","CE"
2016,2016-06-15,27.942,-82.675,888167,167,"Medium","CW"
2016,2016-06-15,27.9055,-82.6046,9667,167,"No bloom","SW"
2016,2016-06-15,27.9244,-82.5496,1667,167,"No bloom","SE"
2016,2016-06-15,27.86111,-82.58911,2000,167,"No bloom","SW"
2016,2016-06-29,28.02,-82.675,687417,181,"Medium","NW"
2016,2016-06-29,27.972,-82.673,842542,181,"Medium","NW"
2016,2016-06-29,27.98,-82.62,20333,181,"Low","NE"
2016,2016-06-29,27.949,-82.561,NA,181,NA,"CE"
2016,2016-06-29,27.957,-82.622,752306,181,"Medium","CE"
2016,2016-06-29,27.942,-82.675,597688,181,"Medium","CW"
2016,2016-06-29,27.9055,-82.6046,42000,181,"Low","SW"
2016,2016-06-29,27.9244,-82.5496,NA,181,NA,"SE"
2016,2016-06-29,27.86111,-82.58911,3667,181,"No bloom","SW"
2016,2016-07-13,28.02,-82.675,776639,195,"Medium","NW"
2016,2016-07-13,27.972,-82.673,53167,195,"Low","NW"
2016,2016-07-13,27.98,-82.62,111021,195,"Medium","NE"
2016,2016-07-13,27.949,-82.561,13667,195,"Low","CE"
2016,2016-07-13,27.957,-82.622,62237,195,"Low","CE"
2016,2016-07-13,27.942,-82.675,847778,195,"Medium","CW"
2016,2016-07-13,27.9055,-82.6046,46000,195,"Low","SW"
2016,2016-07-13,27.9244,-82.5496,NA,195,NA,"SE"
2016,2016-07-13,27.86111,-82.58911,28667,195,"Low","SW"
2016,2016-07-27,28.02,-82.675,340667,209,"Medium","NW"
2016,2016-07-27,27.972,-82.673,144783,209,"Medium","NW"
2016,2016-07-27,27.98,-82.62,667,209,"No bloom","NE"
2016,2016-07-27,27.949,-82.561,NA,209,NA,"CE"
2016,2016-07-27,27.957,-82.622,352833,209,"Medium","CE"
2016,2016-07-27,27.942,-82.675,200750,209,"Medium","CW"
2016,2016-07-27,27.9055,-82.6046,69350,209,"Low","SW"
2016,2016-07-27,27.9244,-82.5496,NA,209,NA,"SE"
2016,2016-07-27,27.86111,-82.58911,1000,209,"No bloom","SW"
2016,2016-08-10,28.02,-82.675,10333,223,"Low","NW"
2016,2016-08-10,27.972,-82.673,349888,223,"Medium","NW"
2016,2016-08-10,27.98,-82.62,276125,223,"Medium","NE"
2016,2016-08-10,27.949,-82.561,70333,223,"Low","CE"
2016,2016-08-10,27.957,-82.622,227333,223,"Medium","CE"
2016,2016-08-10,27.942,-82.675,691944,223,"Medium","CW"
2016,2016-08-10,27.9055,-82.6046,106667,223,"Medium","SW"
2016,2016-08-10,27.9244,-82.5496,42667,223,"Low","SE"
2016,2016-08-10,27.86111,-82.58911,17333,223,"Low","SW"
2016,2016-08-24,28.02,-82.675,42917,237,"Low","NW"
2016,2016-08-24,27.972,-82.673,5000,237,"No bloom","NW"
2016,2016-08-24,27.98,-82.62,2000,237,"No bloom","NE"
2016,2016-08-24,27.949,-82.561,2333,237,"No bloom","CE"
2016,2016-08-24,27.957,-82.622,8667,237,"No bloom","CE"
2016,2016-08-24,27.942,-82.675,11333,237,"Low","CW"
2016,2016-08-24,27.9055,-82.6046,3000,237,"No bloom","SW"
2016,2016-08-24,27.9244,-82.5496,NA,237,NA,"SE"
2016,2016-08-24,27.86111,-82.58911,NA,237,NA,"SW"
2016,2016-09-08,28.02,-82.675,667,252,"No bloom","NW"
2016,2016-09-08,27.972,-82.673,NA,252,NA,"NW"
2016,2016-09-08,27.98,-82.62,NA,252,NA,"NE"
2016,2016-09-08,27.949,-82.561,2667,252,"No bloom","CE"
2016,2016-09-08,27.957,-82.622,NA,252,NA,"CE"
2016,2016-09-08,27.942,-82.675,1333,252,"No bloom","CW"
2016,2016-09-08,27.9055,-82.6046,667,252,"No bloom","SW"
2016,2016-09-08,27.9244,-82.5496,667,252,"No bloom","SE"
2016,2016-09-08,27.86111,-82.58911,NA,252,NA,"SW"
2016,2016-09-22,28.02,-82.675,NA,266,NA,"NW"
2016,2016-09-22,27.972,-82.673,NA,266,NA,"NW"
2016,2016-09-22,27.98,-82.62,NA,266,NA,"NE"
2016,2016-09-22,27.949,-82.561,NA,266,NA,"CE"
2016,2016-09-22,27.957,-82.622,NA,266,NA,"CE"
2016,2016-09-22,27.942,-82.675,NA,266,NA,"CW"
2016,2016-09-22,27.9055,-82.6046,NA,266,NA,"SW"
2016,2016-09-22,27.9244,-82.5496,NA,266,NA,"SE"
2016,2016-09-22,27.86111,-82.58911,NA,266,NA,"SW"
2016,2016-10-13,28.02,-82.675,NA,287,NA,"NW"
2016,2016-10-13,27.972,-82.673,NA,287,NA,"NW"
2016,2016-10-13,27.98,-82.62,NA,287,NA,"NE"
2016,2016-10-13,27.949,-82.561,NA,287,NA,"CE"
2016,2016-10-13,27.957,-82.622,NA,287,NA,"CE"
2016,2016-10-13,27.942,-82.675,NA,287,NA,"CW"
2016,2016-10-13,27.9055,-82.6046,NA,287,NA,"SW"
2016,2016-10-13,27.9244,-82.5496,NA,287,NA,"SE"
2016,2016-10-13,27.86111,-82.58911,NA,287,NA,"SW"
2016,2016-11-09,28.02,-82.675,NA,314,NA,"NW"
2016,2016-11-09,27.972,-82.673,NA,314,NA,"NW"
2016,2016-11-09,27.98,-82.62,NA,314,NA,"NE"
2016,2016-11-09,27.949,-82.561,NA,314,NA,"CE"
2016,2016-11-09,27.957,-82.622,NA,314,NA,"CE"
2016,2016-11-09,27.942,-82.675,NA,314,NA,"CW"
2016,2016-11-09,27.9055,-82.6046,NA,314,NA,"SW"
2016,2016-11-09,27.9244,-82.5496,NA,314,NA,"SE"
2016,2016-11-09,27.86111,-82.58911,NA,314,NA,"SW"
2016,2016-12-07,28.02,-82.675,NA,342,NA,"NW"
2016,2016-12-07,27.972,-82.673,NA,342,NA,"NW"
2016,2016-12-07,27.98,-82.62,NA,342,NA,"NE"
2016,2016-12-07,27.949,-82.561,NA,342,NA,"CE"
2016,2016-12-07,27.957,-82.622,NA,342,NA,"CE"
2016,2016-12-07,27.942,-82.675,NA,342,NA,"CW"
2016,2016-12-07,27.9055,-82.6046,NA,342,NA,"SW"
2016,2016-12-07,27.9244,-82.5496,NA,342,NA,"SE"
2016,2016-12-07,27.86111,-82.58911,NA,342,NA,"SW"
2017,2017-01-05,28.02,-82.675,NA,5,NA,"NW"
2017,2017-01-05,27.972,-82.673,NA,5,NA,"NW"
2017,2017-01-05,27.98,-82.62,NA,5,NA,"NE"
2017,2017-01-05,27.949,-82.561,NA,5,NA,"CE"
2017,2017-01-05,27.957,-82.622,NA,5,NA,"CE"
2017,2017-01-05,27.942,-82.675,NA,5,NA,"CW"
2017,2017-01-05,27.9055,-82.6046,NA,5,NA,"SW"
2017,2017-01-05,27.9244,-82.5496,NA,5,NA,"SE"
2017,2017-01-05,27.86111,-82.58911,NA,5,NA,"SW"
2017,2017-02-08,28.02,-82.675,NA,39,NA,"NW"
2017,2017-02-08,27.972,-82.673,NA,39,NA,"NW"
2017,2017-02-08,27.98,-82.62,NA,39,NA,"NE"
2017,2017-02-08,27.949,-82.561,NA,39,NA,"CE"
2017,2017-02-08,27.957,-82.622,NA,39,NA,"CE"
2017,2017-02-08,27.942,-82.675,NA,39,NA,"CW"
2017,2017-02-08,27.9055,-82.6046,NA,39,NA,"SW"
2017,2017-02-08,27.9244,-82.5496,NA,39,NA,"SE"
2017,2017-02-08,27.86111,-82.58911,NA,39,NA,"SW"
2017,2017-03-07,28.02,-82.675,NA,66,NA,"NW"
2017,2017-03-07,27.972,-82.673,NA,66,NA,"NW"
2017,2017-03-07,27.98,-82.62,NA,66,NA,"NE"
2017,2017-03-07,27.949,-82.561,NA,66,NA,"CE"
2017,2017-03-07,27.957,-82.622,NA,66,NA,"CE"
2017,2017-03-07,27.942,-82.675,NA,66,NA,"CW"
2017,2017-03-07,27.9055,-82.6046,NA,66,NA,"SW"
2017,2017-03-07,27.9244,-82.5496,NA,66,NA,"SE"
2017,2017-03-07,27.86111,-82.58911,NA,66,NA,"SW"
2017,2017-04-12,28.02,-82.675,NA,102,NA,"NW"
2017,2017-04-12,27.972,-82.673,NA,102,NA,"NW"
2017,2017-04-12,27.98,-82.62,NA,102,NA,"NE"
2017,2017-04-12,27.949,-82.561,NA,102,NA,"CE"
2017,2017-04-12,27.957,-82.622,NA,102,NA,"CE"
2017,2017-04-12,27.942,-82.675,NA,102,NA,"CW"
2017,2017-04-12,27.9055,-82.6046,NA,102,NA,"SW"
2017,2017-04-12,27.9244,-82.5496,NA,102,NA,"SE"
2017,2017-04-12,27.86111,-82.58911,NA,102,NA,"SW"
2017,2017-04-25,28.02,-82.675,667,115,"No bloom","NW"
2017,2017-04-25,27.972,-82.673,333,115,"No bloom","NW"
2017,2017-04-25,27.98,-82.62,NA,115,NA,"NE"
2017,2017-04-25,27.949,-82.561,NA,115,NA,"CE"
2017,2017-04-25,27.957,-82.622,NA,115,NA,"CE"
2017,2017-04-25,27.942,-82.675,NA,115,NA,"CW"
2017,2017-04-25,27.9055,-82.6046,NA,115,NA,"SW"
2017,2017-04-25,27.9244,-82.5496,NA,115,NA,"SE"
2017,2017-04-25,27.86111,-82.58911,NA,115,NA,"SW"
2017,2017-05-09,28.02,-82.675,NA,129,NA,"NW"
2017,2017-05-09,27.972,-82.673,333,129,"No bloom","NW"
2017,2017-05-09,27.98,-82.62,NA,129,NA,"NE"
2017,2017-05-09,27.949,-82.561,NA,129,NA,"CE"
2017,2017-05-09,27.957,-82.622,NA,129,NA,"CE"
2017,2017-05-09,27.942,-82.675,NA,129,NA,"CW"
2017,2017-05-09,27.9055,-82.6046,NA,129,NA,"SW"
2017,2017-05-09,27.9244,-82.5496,333,129,"No bloom","SE"
2017,2017-05-09,27.86111,-82.58911,NA,129,NA,"SW"
2017,2017-05-26,28.02,-82.675,667,146,"No bloom","NW"
2017,2017-05-26,27.972,-82.673,333,146,"No bloom","NW"
2017,2017-05-26,27.98,-82.62,NA,146,NA,"NE"
2017,2017-05-26,27.949,-82.561,NA,146,NA,"CE"
2017,2017-05-26,27.957,-82.622,NA,146,NA,"CE"
2017,2017-05-26,27.942,-82.675,NA,146,NA,"CW"
2017,2017-05-26,27.9055,-82.6046,NA,146,NA,"SW"
2017,2017-05-26,27.9244,-82.5496,NA,146,NA,"SE"
2017,2017-05-26,27.86111,-82.58911,NA,146,NA,"SW"
2017,2017-06-09,28.02,-82.675,1333,160,"No bloom","NW"
2017,2017-06-09,27.972,-82.673,NA,160,NA,"NW"
2017,2017-06-09,27.98,-82.62,NA,160,NA,"NE"
2017,2017-06-09,27.949,-82.561,NA,160,NA,"CE"
2017,2017-06-09,27.957,-82.622,NA,160,NA,"CE"
2017,2017-06-09,27.942,-82.675,NA,160,NA,"CW"
2017,2017-06-09,27.9055,-82.6046,NA,160,NA,"SW"
2017,2017-06-09,27.9244,-82.5496,NA,160,NA,"SE"
2017,2017-06-09,27.86111,-82.58911,NA,160,NA,"SW"
2017,2017-06-28,28.02,-82.675,18333,179,"Low","NW"
2017,2017-06-28,27.972,-82.673,27333,179,"Low","NW"
2017,2017-06-28,27.98,-82.62,NA,179,NA,"NE"
2017,2017-06-28,27.949,-82.561,NA,179,NA,"CE"
2017,2017-06-28,27.957,-82.622,1000,179,"No bloom","CE"
2017,2017-06-28,27.942,-82.675,1000,179,"No bloom","CW"
2017,2017-06-28,27.9055,-82.6046,NA,179,NA,"SW"
2017,2017-06-28,27.9244,-82.5496,NA,179,NA,"SE"
2017,2017-06-28,27.86111,-82.58911,NA,179,NA,"SW"
2017,2017-07-11,27.972,-82.673,37667,192,"Low","NW"
2017,2017-07-11,27.98,-82.62,4000,192,"No bloom","NE"
2017,2017-07-11,27.949,-82.561,NA,192,NA,"CE"
2017,2017-07-11,27.957,-82.622,22333,192,"Low","CE"
2017,2017-07-11,27.942,-82.675,NA,192,NA,"CW"
2017,2017-07-11,27.9055,-82.6046,NA,192,NA,"SW"
2017,2017-07-11,27.9244,-82.5496,NA,192,NA,"SE"
2017,2017-07-11,27.86111,-82.58911,NA,192,NA,"SW"
2017,2017-07-26,28.02,-82.675,70667,207,"Low","NW"
2017,2017-07-26,27.972,-82.673,94423,207,"Low","NW"
2017,2017-07-26,27.98,-82.62,9333,207,"No bloom","NE"
2017,2017-07-26,27.949,-82.561,NA,207,NA,"CE"
2017,2017-07-26,27.957,-82.622,70333,207,"Low","CE"
2017,2017-07-26,27.942,-82.675,31667,207,"Low","CW"
2017,2017-07-26,27.9055,-82.6046,45333,207,"Low","SW"
2017,2017-07-26,27.9244,-82.5496,NA,207,NA,"SE"
2017,2017-07-26,27.86111,-82.58911,7333,207,"No bloom","SW"
2017,2017-08-09,28.02,-82.675,179928,221,"Medium","NW"
2017,2017-08-09,27.972,-82.673,827424,221,"Medium","NW"
2017,2017-08-09,27.98,-82.62,84333,221,"Low","NE"
2017,2017-08-09,27.949,-82.561,NA,221,NA,"CE"
2017,2017-08-09,27.957,-82.622,62667,221,"Low","CE"
2017,2017-08-09,27.942,-82.675,2080800,221,"High","CW"
2017,2017-08-09,27.9055,-82.6046,196000,221,"Medium","SW"
2017,2017-08-09,27.9244,-82.5496,333,221,"No bloom","SE"
2017,2017-08-09,27.86111,-82.58911,39000,221,"Low","SW"
2017,2017-08-21,28.02,-82.675,279480,233,"Medium","NW"
2017,2017-08-21,27.972,-82.673,394740,233,"Medium","NW"
2017,2017-08-21,27.98,-82.62,10667,233,"Low","NE"
2017,2017-08-21,27.949,-82.561,NA,233,NA,"CE"
2017,2017-08-21,27.957,-82.622,120000,233,"Medium","CE"
2017,2017-08-21,27.942,-82.675,333,233,"No bloom","CW"
2017,2017-08-21,27.9055,-82.6046,6333,233,"No bloom","SW"
2017,2017-08-21,27.9244,-82.5496,NA,233,NA,"SE"
2017,2017-08-21,27.86111,-82.58911,NA,233,NA,"SW"
2017,2017-09-06,28.02,-82.675,121667,249,"Medium","NW"
2017,2017-09-06,27.972,-82.673,148000,249,"Medium","NW"
2017,2017-09-06,27.98,-82.62,51000,249,"Low","NE"
2017,2017-09-06,27.949,-82.561,NA,249,NA,"CE"
2017,2017-09-06,27.957,-82.622,115000,249,"Medium","CE"
2017,2017-09-06,27.942,-82.675,15667,249,"Low","CW"
2017,2017-09-06,27.9055,-82.6046,24667,249,"Low","SW"
2017,2017-09-06,27.9244,-82.5496,333,249,"No bloom","SE"
2017,2017-09-06,27.86111,-82.58911,1333,249,"No bloom","SW"
2017,2017-09-19,28.02,-82.675,5333,262,"No bloom","NW"
2017,2017-09-19,27.972,-82.673,333,262,"No bloom","NW"
2017,2017-09-19,27.98,-82.62,2000,262,"No bloom","NE"
2017,2017-09-19,27.949,-82.561,333,262,"No bloom","CE"
2017,2017-09-19,27.957,-82.622,1667,262,"No bloom","CE"
2017,2017-09-19,27.942,-82.675,333,262,"No bloom","CW"
2017,2017-09-19,27.9055,-82.6046,1667,262,"No bloom","SW"
2017,2017-09-19,27.9244,-82.5496,2000,262,"No bloom","SE"
2017,2017-09-19,27.86111,-82.58911,667,262,"No bloom","SW"
2017,2017-10-11,28.02,-82.675,8333,284,"No bloom","NW"
2017,2017-10-11,27.972,-82.673,3333,284,"No bloom","NW"
2017,2017-10-11,27.98,-82.62,NA,284,NA,"NE"
2017,2017-10-11,27.949,-82.561,NA,284,NA,"CE"
2017,2017-10-11,27.957,-82.622,333,284,"No bloom","CE"
2017,2017-10-11,27.942,-82.675,NA,284,NA,"CW"
2017,2017-10-11,27.9055,-82.6046,NA,284,NA,"SW"
2017,2017-10-11,27.9244,-82.5496,NA,284,NA,"SE"
2017,2017-10-11,27.86111,-82.58911,NA,284,NA,"SW"
2017,2017-11-13,28.02,-82.675,NA,317,NA,"NW"
2017,2017-11-13,27.972,-82.673,NA,317,NA,"NW"
2017,2017-11-13,27.98,-82.62,NA,317,NA,"NE"
2017,2017-11-13,27.949,-82.561,NA,317,NA,"CE"
2017,2017-11-13,27.957,-82.622,NA,317,NA,"CE"
2017,2017-11-13,27.942,-82.675,NA,317,NA,"CW"
2017,2017-11-13,27.9055,-82.6046,NA,317,NA,"SW"
2017,2017-11-13,27.9244,-82.5496,NA,317,NA,"SE"
2017,2017-11-13,27.86111,-82.58911,NA,317,NA,"SW"
2017,2017-12-15,28.02,-82.675,NA,349,NA,"NW"
2017,2017-12-15,27.972,-82.673,NA,349,NA,"NW"
2017,2017-12-15,27.98,-82.62,NA,349,NA,"NE"
2017,2017-12-15,27.949,-82.561,NA,349,NA,"CE"
2017,2017-12-15,27.957,-82.622,NA,349,NA,"CE"
2017,2017-12-15,27.942,-82.675,NA,349,NA,"CW"
2017,2017-12-15,27.9055,-82.6046,NA,349,NA,"SW"
2017,2017-12-15,27.9244,-82.5496,NA,349,NA,"SE"
2017,2017-12-15,27.86111,-82.58911,NA,349,NA,"SW"
2018,2018-01-22,28.02,-82.675,NA,22,NA,"NW"
2018,2018-01-22,27.972,-82.673,NA,22,NA,"NW"
2018,2018-01-22,27.98,-82.62,NA,22,NA,"NE"
2018,2018-01-22,27.949,-82.561,NA,22,NA,"CE"
2018,2018-01-22,27.957,-82.622,NA,22,NA,"CE"
2018,2018-01-22,27.942,-82.675,NA,22,NA,"CW"
2018,2018-01-22,27.9055,-82.6046,NA,22,NA,"SW"
2018,2018-01-22,27.9244,-82.5496,NA,22,NA,"SE"
2018,2018-01-22,27.86111,-82.58911,NA,22,NA,"SW"
2018,2018-02-21,28.02,-82.675,NA,52,NA,"NW"
2018,2018-02-21,27.972,-82.673,NA,52,NA,"NW"
2018,2018-02-21,27.98,-82.62,NA,52,NA,"NE"
2018,2018-02-21,27.949,-82.561,NA,52,NA,"CE"
2018,2018-02-21,27.957,-82.622,NA,52,NA,"CE"
2018,2018-02-21,27.942,-82.675,NA,52,NA,"CW"
2018,2018-02-21,27.9055,-82.6046,NA,52,NA,"SW"
2018,2018-02-21,27.9244,-82.5496,NA,52,NA,"SE"
2018,2018-02-21,27.86111,-82.58911,NA,52,NA,"SW"
2018,2018-03-28,28.02,-82.675,NA,87,NA,"NW"
2018,2018-03-28,27.972,-82.673,NA,87,NA,"NW"
2018,2018-03-28,27.98,-82.62,NA,87,NA,"NE"
2018,2018-03-28,27.949,-82.561,NA,87,NA,"CE"
2018,2018-03-28,27.957,-82.622,NA,87,NA,"CE"
2018,2018-03-28,27.942,-82.675,NA,87,NA,"CW"
2018,2018-03-28,27.9055,-82.6046,NA,87,NA,"SW"
2018,2018-03-28,27.9244,-82.5496,NA,87,NA,"SE"
2018,2018-03-28,27.86111,-82.58911,NA,87,NA,"SW"
2018,2018-04-12,28.02,-82.675,667,102,"No bloom","NW"
2018,2018-04-12,27.972,-82.673,NA,102,NA,"NW"
2018,2018-04-12,27.98,-82.62,NA,102,NA,"NE"
