BAY_SEG,MAJOR_BASIN,BASIN,YEAR,MONTH,SOURCE,h2oload (m3/month),tnload (kg/month),tpload (kg/month),BODLOAD (kg/month),tssload (kg/month)
1,Coastal OTB,LTARPON,2013,8,NPS,15780623.73,15802.35734,4954.281802,71250.46491,287578.4276
1,Coastal OTB,LTARPON,2013,9,NPS,17357278.62,16329.54388,5449.268109,78369.15656,316310.6211
1,Coastal OTB,LTARPON,2013,10,NPS,3942936.755,3508.096694,1237.873746,17802.59651,71854.1657
1,Coastal OTB,LTARPON,2013,11,NPS,1565291.112,1323.555748,486.4986587,6813.552189,26866.58711
1,Coastal OTB,LTARPON,2013,12,NPS,741084.9794,700.8453599,230.332138,3225.867153,12719.94966
1,Coastal OTB,LTARPON,2014,1,NPS,1983343.97,1753.079308,616.4311379,8633.293543,34042.0278
1,Coastal OTB,LTARPON,2014,2,NPS,3655934.691,3127.623346,1136.278939,15913.90996,62750.30063
1,Coastal OTB,LTARPON,2014,3,NPS,6351810.809,6000.831075,1974.167882,27648.7831,109022.1985
1,Coastal OTB,LTARPON,2014,4,NPS,2259359.14,2343.983161,702.2177425,9834.759358,38779.5399
1,Coastal OTB,LTARPON,2014,5,NPS,1353577.68,1288.888448,420.697288,5891.985263,23232.74717
1,Coastal OTB,LTARPON,2014,6,NPS,12395.4,12.63020407,3.852539268,53.955909,212.7540949
1,Coastal OTB,LTARPON,2014,7,NPS,6853104.776,6866.699801,2151.512695,30942.1801,124887.6553
1,Coastal OTB,LTARPON,2014,8,NPS,4273054.246,4629.842696,1341.513191,19293.09684,77870.06664
1,Coastal OTB,LTARPON,2014,9,NPS,29234224.71,26180.84639,9178.001451,131994.2822,532750.3221
1,Coastal OTB,LTARPON,2014,10,NPS,16554056.7,14463.12598,5197.098878,74742.5613,301673.0947
1,Coastal OTB,LTARPON,2014,11,NPS,11264409.86,9054.783301,3501.023064,49032.82452,193341.8303
1,Coastal OTB,LTARPON,2014,12,NPS,4095321.103,3926.868199,1272.841971,17826.51409,70291.90949
1,Coastal OTB,LTARPON,2015,1,NPS,1909835.25,1732.436459,477.6076734,9743.455279,45282.60168
1,Coastal OTB,LTARPON,2015,2,NPS,3735885.021,3493.687417,934.2624466,19059.46004,88578.63178
1,Coastal OTB,LTARPON,2015,3,NPS,3692709.615,3915.739471,923.4652298,18839.19097,87554.93368
1,Coastal OTB,LTARPON,2015,4,NPS,104865.084,110.2264881,26.22444464,534.9928777,2486.373539
1,Coastal OTB,LTARPON,2015,5,NPS,46374.79006,49.34296038,11.59731217,236.5914511,1099.556177
1,Coastal OTB,LTARPON,2015,6,NPS,3172726.584,3271.137589,793.4289422,16186.38026,75226.02494
1,Coastal OTB,LTARPON,2015,7,NPS,27842363.55,29229.1006,7142.464824,149500.9089,708015.7034
1,Coastal OTB,LTARPON,2015,8,NPS,34716820.4,36799.01534,8905.98487,186413.6352,882829.289
1,Coastal OTB,LTARPON,2015,9,NPS,12796292.03,13126.4358,3282.661887,68710.30488,325402.5358
1,Coastal OTB,LTARPON,2015,10,NPS,2092023.639,2157.354353,536.6715805,11233.22145,53198.98886
1,Coastal OTB,LTARPON,2015,11,NPS,2725118.69,2499.507052,681.4920802,13902.80763,64613.14618
1,Coastal OTB,LTARPON,2015,12,NPS,1667902.112,1496.297849,417.1055317,8509.178812,39546.31532
1,Coastal OTB,LTARPON,2016,1,NPS,2592726.268,2342.322571,648.3836555,13227.37783,61474.09358
1,Coastal OTB,LTARPON,2016,2,NPS,3009897.286,2840.439149,752.708926,15355.66987,71365.3075
1,Coastal OTB,LTARPON,2016,3,NPS,2896151.258,2826.094009,724.2635533,14775.36885,68668.3649
1,Coastal OTB,LTARPON,2016,4,NPS,2211522.767,2925.873333,553.0530675,11282.58219,52435.67715
1,Coastal OTB,LTARPON,2016,5,NPS,3032879.909,2933.274116,758.4563731,15472.9209,71910.2304
1,Coastal OTB,LTARPON,2016,6,NPS,6666690.032,6237.835608,1667.192139,34011.62283,158068.6445
1,Coastal OTB,LTARPON,2016,7,NPS,2610783.124,2712.788927,669.7501308,14018.72543,66390.75188
1,Coastal OTB,LTARPON,2016,8,NPS,18562631.31,19111.22614,4761.914013,99672.94071,472037.3125
1,Coastal OTB,LTARPON,2016,9,NPS,22491949.12,22656.7174,5769.910845,120771.6015,571957.6625
1,Coastal OTB,LTARPON,2016,10,NPS,3300455.183,3275.534092,846.6732721,17721.95269,83928.72588
1,Coastal OTB,LTARPON,2016,11,NPS,2568769.185,2420.230095,642.3925173,13105.15537,60906.06602
1,Coastal OTB,LTARPON,2016,12,NPS,1078139.916,995.9185629,269.619014,5500.373951,25562.92769
1,Coastal OTB,LTARPON,2017,1,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2017,2,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2017,3,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2017,4,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2017,5,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2017,6,NPS,929580.6276,875.9299964,232.9169021,4770.016662,22168.10146
1,Coastal OTB,LTARPON,2017,7,NPS,3614234.738,3755.362544,929.3040287,19525.1776,92462.99194
1,Coastal OTB,LTARPON,2017,8,NPS,9029649.048,8855.19553,2321.733326,48780.86624,231005.5732
1,Coastal OTB,LTARPON,2017,9,NPS,27562667.9,26378.77702,7087.004629,148901.78,705135.9207
1,Coastal OTB,LTARPON,2017,10,NPS,2994950.902,2806.977077,770.071714,16179.621,76619.84935
1,Coastal OTB,LTARPON,2017,11,NPS,980699.2572,973.8584903,245.7252509,5032.324963,23387.14899
1,Coastal OTB,LTARPON,2017,12,NPS,575282.5095,503.7247855,144.1435159,2951.984018,13719.00474
1,Coastal OTB,LTARPON,2018,1,NPS,2795610.534,2599.580722,700.4717243,14345.29554,66668.10399
1,Coastal OTB,LTARPON,2018,2,NPS,3903090.114,3453.917412,977.9632138,20028.1765,93078.63683
1,Coastal OTB,LTARPON,2018,3,NPS,96684.12,138.573975,24.22529585,496.1214226,2305.667005
1,Coastal OTB,LTARPON,2018,4,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2018,5,NPS,1896744.108,1751.845006,475.2506116,9732.884626,45232.45707
1,Coastal OTB,LTARPON,2018,6,NPS,1889356.45,1917.532534,473.3995505,9694.975861,45056.28046
1,Coastal OTB,LTARPON,2018,7,NPS,4005277.098,4210.915218,1029.850138,21637.70545,102467.0313
1,Coastal OTB,LTARPON,2018,8,NPS,9993347.415,10476.62949,2569.522648,53987.0532,255659.875
1,Coastal OTB,LTARPON,2018,9,NPS,13201613.91,13296.00633,3394.442776,71319.06889,337736.9787
1,Coastal OTB,LTARPON,2018,10,NPS,1014758.275,995.2231534,260.9180148,5482.027863,25960.56786
1,Coastal OTB,LTARPON,2018,11,NPS,251998.482,245.1061932,63.14105956,1293.095964,6009.51413
1,Coastal OTB,LTARPON,2018,12,NPS,10704393.89,9554.168212,2682.106521,54928.14252,255272.1977
1,Coastal OTB,LTARPON,2019,1,NPS,5575111.046,4992.545098,1396.906901,28607.92469,132952.0255
1,Coastal OTB,LTARPON,2019,2,NPS,5152944.857,4770.644195,1291.128405,26441.63626,122884.4503
1,Coastal OTB,LTARPON,2019,3,NPS,3278767.232,3212.019927,821.5320799,16824.54847,78190.14564
1,Coastal OTB,LTARPON,2019,4,NPS,83247.5064,78.59985568,20.85860089,427.1732659,1985.238411
1,Coastal OTB,LTARPON,2019,5,NPS,832011.2361,854.6138204,208.4697916,4269.35259,19841.32301
1,Coastal OTB,LTARPON,2019,6,NPS,11527226.18,10760.85372,2888.276426,59150.39464,274894.6267
1,Coastal OTB,LTARPON,2019,7,NPS,17520578.02,18170.3304,4504.949158,94651.40542,448229.0669
1,Coastal OTB,LTARPON,2019,8,NPS,19372810.65,19995.69542,4981.201357,104657.7203,495614.7468
1,Coastal OTB,LTARPON,2019,9,NPS,2056024.998,2047.780131,528.6519699,11107.2623,52599.30154
1,Coastal OTB,LTARPON,2019,10,NPS,2539673.513,2537.484897,653.009281,13720.07631,64972.48481
1,Coastal OTB,LTARPON,2019,11,NPS,860488.668,795.8450199,215.605133,4415.480661,20520.43634
1,Coastal OTB,LTARPON,2019,12,NPS,3503359.884,3224.544896,877.8063001,17977.01515,83546.10138
1,Coastal OTB,LTARPON,2020,1,NPS,1608986.896,1559.51148,403.1497993,8256.2976,38370.18942
1,Coastal OTB,LTARPON,2020,2,NPS,1450787.536,1335.238042,363.5111668,7444.519082,34597.54252
1,Coastal OTB,LTARPON,2020,3,NPS,167745.7486,181.7855029,42.03058773,860.7645129,4000.303647
1,Coastal OTB,LTARPON,2020,4,NPS,31856.178,36.58201148,7.981924401,163.4656482,759.6877183
1,Coastal OTB,LTARPON,2020,5,NPS,70485.84232,75.0359959,17.66102213,361.688521,1680.905623
1,Coastal OTB,LTARPON,2020,6,NPS,4799003.064,4591.022994,1202.4443,24625.43205,114443.851
1,Coastal OTB,LTARPON,2020,7,NPS,2009446.284,2123.694738,516.6754963,10855.63014,51407.67797
1,Coastal OTB,LTARPON,2020,8,NPS,5857306.322,6022.135902,1506.050037,31642.92152,149847.5076
1,Coastal OTB,LTARPON,2020,9,NPS,14727619.3,14440.79185,3786.814344,79563.00664,376776.785
1,Coastal OTB,LTARPON,2020,10,NPS,687632.8157,702.8396128,176.8064313,3714.798242,17591.71501
1,Coastal OTB,LTARPON,2020,11,NPS,2033713.278,1759.760186,509.5697807,10435.72331,48498.81866
1,Coastal OTB,LTARPON,2020,12,NPS,1892153.811,1745.249948,474.1004611,9709.330144,45122.99033
1,Coastal OTB,LTARPON,2021,1,NPS,860128.8015,800.0522666,215.5149644,4413.634055,20511.85446
1,Coastal OTB,LTARPON,2021,2,NPS,2724712.559,2513.419535,682.7074377,13981.49221,64977.37007
1,Coastal OTB,LTARPON,2021,3,NPS,307781.7805,331.0366478,77.11819365,1579.34038,7339.801987
1,Coastal OTB,LTARPON,2021,4,NPS,776199.948,818.5248089,194.4856443,3982.964549,18510.36767
1,Coastal OTB,LTARPON,2021,5,NPS,0,0,0,0,0
1,Coastal OTB,LTARPON,2021,6,NPS,3594666,3428.241121,900.6840763,18445.54007,85723.51685
1,Coastal OTB,LTARPON,2021,7,NPS,24297463.08,23592.25181,6247.444332,131262.1665,621602.1636
1,Coastal OTB,LTARPON,2021,8,NPS,14038390.28,14325.30008,3609.597491,75839.58521,359144.2342
1,Coastal OTB,LTARPON,2021,9,NPS,16606861.1,16659.07553,4270.011233,89715.23322,424853.4408
1,Coastal OTB,LTARPON,2021,10,NPS,251546.6497,250.6540366,64.67850926,1358.930276,6435.319654
1,Coastal OTB,LTARPON,2021,11,NPS,2591382.324,2442.896299,649.3000448,13297.32623,61797.7877
1,Coastal OTB,LTARPON,2021,12,NPS,350389.9684,326.0667365,87.79415529,1797.978505,8355.897421
