year,month,bay_segment,hy_load_106_m3_mo
1999,9,Hillsborough Bay,82.586488
1999,10,Hillsborough Bay,75.1234808
1999,11,Hillsborough Bay,39.91330683
1999,12,Hillsborough Bay,34.77111333
2000,1,Hillsborough Bay,35.04573274
2000,2,Hillsborough Bay,29.17546907
2000,3,Hillsborough Bay,23.75298101
2000,4,Hillsborough Bay,22.41726328
2000,5,Hillsborough Bay,16.98350491
2000,6,Hillsborough Bay,38.2908232
2000,7,Hillsborough Bay,73.65353939
2000,8,Hillsborough Bay,70.41901614
2000,9,Hillsborough Bay,95.77869608
2000,10,Hillsborough Bay,31.73591004
2000,11,Hillsborough Bay,28.03139746
2000,12,Hillsborough Bay,24.89266715
2001,1,Hillsborough Bay,24.67299272
2001,2,Hillsborough Bay,22.07172874
2001,3,Hillsborough Bay,48.6471648
2001,4,Hillsborough Bay,25.46558825
2001,5,Hillsborough Bay,17.95321287
2001,6,Hillsborough Bay,43.89181187
2001,7,Hillsborough Bay,108.8900712
2001,8,Hillsborough Bay,140.8200747
2001,9,Hillsborough Bay,357.2378643
2001,10,Hillsborough Bay,81.53495696
2001,11,Hillsborough Bay,36.4626306
2001,12,Hillsborough Bay,33.34911887
2002,1,Hillsborough Bay,33.51754437
2002,2,Hillsborough Bay,39.58297789
2002,3,Hillsborough Bay,29.07449406
2002,4,Hillsborough Bay,29.32044327
2002,5,Hillsborough Bay,22.52902507
2002,6,Hillsborough Bay,69.50165625
2002,7,Hillsborough Bay,119.167569
2002,8,Hillsborough Bay,155.1435787
2002,9,Hillsborough Bay,156.5548384
2002,10,Hillsborough Bay,89.88367947
2002,11,Hillsborough Bay,65.73907482
2002,12,Hillsborough Bay,349.1322857
2003,1,Hillsborough Bay,269.0721314
2003,2,Hillsborough Bay,80.02632946
2003,3,Hillsborough Bay,135.4996017
2003,4,Hillsborough Bay,85.39628509
2003,5,Hillsborough Bay,64.63640452
2003,6,Hillsborough Bay,252.3922884
2003,7,Hillsborough Bay,209.5457096
2003,8,Hillsborough Bay,396.819699
2003,9,Hillsborough Bay,194.2197192
2003,10,Hillsborough Bay,86.36224805
2003,11,Hillsborough Bay,56.00445816
2003,12,Hillsborough Bay,43.16224735
2004,1,Hillsborough Bay,49.2601959
2004,2,Hillsborough Bay,82.85328486
2004,3,Hillsborough Bay,70.31017864
2004,4,Hillsborough Bay,38.43620764
2004,5,Hillsborough Bay,32.96939913
2004,6,Hillsborough Bay,76.38041687
2004,7,Hillsborough Bay,165.1793037
2004,8,Hillsborough Bay,386.5479799
2004,9,Hillsborough Bay,547.4631315
2004,10,Hillsborough Bay,223.6362012
2004,11,Hillsborough Bay,56.00155372
2004,12,Hillsborough Bay,45.13693577
2005,1,Hillsborough Bay,49.70735679
2005,2,Hillsborough Bay,41.49578634
2005,3,Hillsborough Bay,82.44992561
2005,4,Hillsborough Bay,52.15271864
2005,5,Hillsborough Bay,49.45766831
2005,6,Hillsborough Bay,165.1952868
2005,7,Hillsborough Bay,216.0929466
2005,8,Hillsborough Bay,117.686767
2005,9,Hillsborough Bay,80.19537809
2005,10,Hillsborough Bay,79.78178939
2005,11,Hillsborough Bay,59.31766448
2005,12,Hillsborough Bay,41.41925251
2006,1,Hillsborough Bay,31.26619515
2006,2,Hillsborough Bay,78.93761135
2006,3,Hillsborough Bay,26.4905496
2006,4,Hillsborough Bay,21.90708927
2006,5,Hillsborough Bay,21.70400688
2006,6,Hillsborough Bay,53.81296211
2006,7,Hillsborough Bay,92.72164125
2006,8,Hillsborough Bay,104.1035638
2006,9,Hillsborough Bay,155.9791547
2006,10,Hillsborough Bay,40.57580314
2006,11,Hillsborough Bay,34.09741453
2006,12,Hillsborough Bay,35.17301691
2007,1,Hillsborough Bay,36.70390678
2007,2,Hillsborough Bay,42.93810704
2007,3,Hillsborough Bay,29.86891341
2007,4,Hillsborough Bay,31.86123008
2007,5,Hillsborough Bay,20.67944303
2007,6,Hillsborough Bay,44.2991695
2007,7,Hillsborough Bay,61.14779967
2007,8,Hillsborough Bay,98.48339184
2007,9,Hillsborough Bay,65.96184327
2007,10,Hillsborough Bay,75.43811996
2007,11,Hillsborough Bay,29.67661379
2007,12,Hillsborough Bay,28.18083257
2008,1,Hillsborough Bay,35.22887634
2008,2,Hillsborough Bay,36.79231722
2008,3,Hillsborough Bay,57.58473703
2008,4,Hillsborough Bay,79.68104921
2008,5,Hillsborough Bay,19.68344693
2008,6,Hillsborough Bay,50.6749358
2008,7,Hillsborough Bay,93.87019035
2008,8,Hillsborough Bay,117.9107216
2008,9,Hillsborough Bay,40.29978129
2008,10,Hillsborough Bay,33.11778337
2008,11,Hillsborough Bay,18.0655829
2008,12,Hillsborough Bay,21.64323354
2009,1,Hillsborough Bay,22.44114637
2009,2,Hillsborough Bay,18.63176439
2009,3,Hillsborough Bay,15.20565464
2009,4,Hillsborough Bay,15.97475292
2009,5,Hillsborough Bay,64.76998787
2009,6,Hillsborough Bay,76.95652588
2009,7,Hillsborough Bay,143.8693305
2009,8,Hillsborough Bay,102.6490066
2009,9,Hillsborough Bay,152.9048513
2009,10,Hillsborough Bay,41.11359385
2009,11,Hillsborough Bay,34.12591601
2009,12,Hillsborough Bay,42.57029054
2010,1,Hillsborough Bay,50.81321027
2010,2,Hillsborough Bay,54.79795778
2010,3,Hillsborough Bay,131.4070797
2010,4,Hillsborough Bay,101.4281471
2010,5,Hillsborough Bay,51.52215162
2010,6,Hillsborough Bay,39.15768022
2010,7,Hillsborough Bay,93.03056706
2010,8,Hillsborough Bay,152.6468659
2010,9,Hillsborough Bay,74.76083881
2010,10,Hillsborough Bay,23.5220311
2010,11,Hillsborough Bay,23.42112635
2010,12,Hillsborough Bay,19.21994605
2011,1,Hillsborough Bay,43.13875174
2011,2,Hillsborough Bay,26.77236468
2011,3,Hillsborough Bay,51.17967993
2011,4,Hillsborough Bay,98.21312025
2011,5,Hillsborough Bay,22.02269795
2011,6,Hillsborough Bay,29.97339242
2011,7,Hillsborough Bay,76.9606799
2011,8,Hillsborough Bay,133.9181221
2011,9,Hillsborough Bay,116.5596851
2011,10,Hillsborough Bay,116.7657306
2011,11,Hillsborough Bay,46.49957761
2011,12,Hillsborough Bay,26.43929495
2012,1,Hillsborough Bay,26.77993765
2012,2,Hillsborough Bay,24.49900245
2012,3,Hillsborough Bay,20.92529008
2012,4,Hillsborough Bay,23.25861207
2012,5,Hillsborough Bay,25.19545845
2012,6,Hillsborough Bay,162.1532494
2012,7,Hillsborough Bay,188.4663983
2012,8,Hillsborough Bay,301.0981998
2012,9,Hillsborough Bay,189.873175
2012,10,Hillsborough Bay,151.2941406
2012,11,Hillsborough Bay,44.5182732
2012,12,Hillsborough Bay,39.11830697
2013,1,Hillsborough Bay,28.80960764
2013,2,Hillsborough Bay,25.8005109
2013,3,Hillsborough Bay,26.99080224
2013,4,Hillsborough Bay,33.773006
2013,5,Hillsborough Bay,37.02150873
2013,6,Hillsborough Bay,141.2876492
2013,7,Hillsborough Bay,222.8667217
2013,8,Hillsborough Bay,233.7530747
2013,9,Hillsborough Bay,194.6424924
2013,10,Hillsborough Bay,92.78406143
2013,11,Hillsborough Bay,37.39728849
2013,12,Hillsborough Bay,27.6137916
2014,1,Hillsborough Bay,36.21799381
2014,2,Hillsborough Bay,40.95607269
2014,3,Hillsborough Bay,63.50810383
2014,4,Hillsborough Bay,49.9142911
2014,5,Hillsborough Bay,72.37173178
2014,6,Hillsborough Bay,59.28014877
2014,7,Hillsborough Bay,167.1316927
2014,8,Hillsborough Bay,104.4540184
2014,9,Hillsborough Bay,185.454167
2014,10,Hillsborough Bay,146.200382
2014,11,Hillsborough Bay,84.08173271
2014,12,Hillsborough Bay,83.24221183
2015,1,Hillsborough Bay,56.37839318
2015,2,Hillsborough Bay,113.8682476
2015,3,Hillsborough Bay,84.94695051
2015,4,Hillsborough Bay,48.07781545
2015,5,Hillsborough Bay,38.38854295
2015,6,Hillsborough Bay,54.33726605
2015,7,Hillsborough Bay,142.2374132
2015,8,Hillsborough Bay,293.0619937
2015,9,Hillsborough Bay,157.2144434
2015,10,Hillsborough Bay,90.54941768
2015,11,Hillsborough Bay,54.27387641
2015,12,Hillsborough Bay,36.25912768
2016,1,Hillsborough Bay,92.59870856
2016,2,Hillsborough Bay,93.0817922
2016,3,Hillsborough Bay,48.3297961
2016,4,Hillsborough Bay,47.8780961
2016,5,Hillsborough Bay,45.80080868
2016,6,Hillsborough Bay,169.7321827
2016,7,Hillsborough Bay,91.83584922
2016,8,Hillsborough Bay,227.1427906
2016,9,Hillsborough Bay,244.1155917
2016,10,Hillsborough Bay,175.7775602
2016,11,Hillsborough Bay,32.20301878
2016,12,Hillsborough Bay,25.0502418
2017,1,Hillsborough Bay,25.54592589
2017,2,Hillsborough Bay,26.70118778
2017,3,Hillsborough Bay,22.74573804
2017,4,Hillsborough Bay,20.80966572
2017,5,Hillsborough Bay,22.24280142
2017,6,Hillsborough Bay,68.50268097
2017,7,Hillsborough Bay,108.5726404
2017,8,Hillsborough Bay,226.6770135
2017,9,Hillsborough Bay,264.2021719
2017,10,Hillsborough Bay,100.9712716
2017,11,Hillsborough Bay,38.29469252
2017,12,Hillsborough Bay,29.02804333
2018,1,Hillsborough Bay,42.85459353
2018,2,Hillsborough Bay,58.66970971
2018,3,Hillsborough Bay,24.83015801
2018,4,Hillsborough Bay,28.65550211
2018,5,Hillsborough Bay,107.7951248
2018,6,Hillsborough Bay,162.4530576
2018,7,Hillsborough Bay,251.7563206
2018,8,Hillsborough Bay,269.0033012
2018,9,Hillsborough Bay,205.1914588
2018,10,Hillsborough Bay,70.13169086
2018,11,Hillsborough Bay,40.63378445
2018,12,Hillsborough Bay,146.9534603
2019,1,Hillsborough Bay,118.0521398
2019,2,Hillsborough Bay,114.6422534
2019,3,Hillsborough Bay,64.12644945
2019,4,Hillsborough Bay,32.19264749
2019,5,Hillsborough Bay,37.80776336
2019,6,Hillsborough Bay,123.2529392
2019,7,Hillsborough Bay,196.5031138
2019,8,Hillsborough Bay,326.793389
2019,9,Hillsborough Bay,99.67426692
2019,10,Hillsborough Bay,117.1094456
2019,11,Hillsborough Bay,56.51510283
2019,12,Hillsborough Bay,63.78763905
2020,1,Hillsborough Bay,57.37409244
2020,2,Hillsborough Bay,45.10884769
2020,3,Hillsborough Bay,23.30312818
2020,4,Hillsborough Bay,38.60314405
2020,5,Hillsborough Bay,27.13121243
2020,6,Hillsborough Bay,76.34165732
2020,7,Hillsborough Bay,58.4451751
2020,8,Hillsborough Bay,143.8791726
2020,9,Hillsborough Bay,236.4134339
2020,10,Hillsborough Bay,111.3140233
2020,11,Hillsborough Bay,141.319708
2020,12,Hillsborough Bay,77.92251074
2021,1,Hillsborough Bay,47.44245601
2021,2,Hillsborough Bay,75.18257125
2021,3,Hillsborough Bay,34.57350528
2021,4,Hillsborough Bay,38.37404736
2021,5,Hillsborough Bay,21.88281818
2021,6,Hillsborough Bay,75.41791013
2021,7,Hillsborough Bay,187.4926655
2021,8,Hillsborough Bay,161.3425001
2021,9,Hillsborough Bay,200.8773173
2021,10,Hillsborough Bay,84.7107406
2021,11,Hillsborough Bay,104.9542895
2021,12,Hillsborough Bay,43.37492023
1985,1,Lower Tampa Bay,19.8400152
1985,2,Lower Tampa Bay,11.85869777
1985,3,Lower Tampa Bay,20.48867487
1985,4,Lower Tampa Bay,14.9698088
1985,5,Lower Tampa Bay,9.085049824
1985,6,Lower Tampa Bay,49.6759504
1985,7,Lower Tampa Bay,52.58174306
1985,8,Lower Tampa Bay,75.37396334
1985,9,Lower Tampa Bay,52.23062311
1985,10,Lower Tampa Bay,25.47678247
1985,11,Lower Tampa Bay,18.38570477
1985,12,Lower Tampa Bay,8.987118465
1986,1,Lower Tampa Bay,18.84552098
1986,2,Lower Tampa Bay,18.06094594
1986,3,Lower Tampa Bay,30.75674288
1986,4,Lower Tampa Bay,9.149527516
1986,5,Lower Tampa Bay,16.77839074
1986,6,Lower Tampa Bay,53.78053463
1986,7,Lower Tampa Bay,52.56913324
1986,8,Lower Tampa Bay,63.95694035
1986,9,Lower Tampa Bay,36.38304618
1986,10,Lower Tampa Bay,61.81960203
1986,11,Lower Tampa Bay,15.53030445
1986,12,Lower Tampa Bay,21.84387593
1987,1,Lower Tampa Bay,22.82441489
1987,2,Lower Tampa Bay,17.07104366
1987,3,Lower Tampa Bay,78.51998413
1987,4,Lower Tampa Bay,5.75950326
1987,5,Lower Tampa Bay,32.63932503
1987,6,Lower Tampa Bay,37.39298386
1987,7,Lower Tampa Bay,54.53395078
1987,8,Lower Tampa Bay,51.26272115
1987,9,Lower Tampa Bay,42.12351242
1987,10,Lower Tampa Bay,18.55087961
1987,11,Lower Tampa Bay,35.71686053
1987,12,Lower Tampa Bay,6.354847754
1988,1,Lower Tampa Bay,23.06762279
1988,2,Lower Tampa Bay,15.6014822
1988,3,Lower Tampa Bay,35.89209836
1988,4,Lower Tampa Bay,11.6777731
1988,5,Lower Tampa Bay,17.54245741
1988,6,Lower Tampa Bay,22.1551893
1988,7,Lower Tampa Bay,62.50829109
1988,8,Lower Tampa Bay,89.59899358
1988,9,Lower Tampa Bay,157.8289068
1988,10,Lower Tampa Bay,9.597863372
1988,11,Lower Tampa Bay,44.03529368
1988,12,Lower Tampa Bay,9.890147261
1989,1,Lower Tampa Bay,16.72428908
1989,2,Lower Tampa Bay,3.522223632
1989,3,Lower Tampa Bay,18.17228689
1989,4,Lower Tampa Bay,9.986003461
1989,5,Lower Tampa Bay,10.07867331
1989,6,Lower Tampa Bay,61.08398381
1989,7,Lower Tampa Bay,55.83308948
1989,8,Lower Tampa Bay,61.31244954
1989,9,Lower Tampa Bay,77.19402309
1989,10,Lower Tampa Bay,12.42013261
1989,11,Lower Tampa Bay,10.60640958
1989,12,Lower Tampa Bay,25.16313051
1990,1,Lower Tampa Bay,4.853736098
1990,2,Lower Tampa Bay,30.56072257
1990,3,Lower Tampa Bay,9.687848744
1990,4,Lower Tampa Bay,7.874208612
1990,5,Lower Tampa Bay,16.35027916
1990,6,Lower Tampa Bay,58.39595361
1990,7,Lower Tampa Bay,58.59530994
1990,8,Lower Tampa Bay,38.87753042
1990,9,Lower Tampa Bay,22.95902664
1990,10,Lower Tampa Bay,20.33364397
1990,11,Lower Tampa Bay,16.58731261
1990,12,Lower Tampa Bay,7.709077328
1991,1,Lower Tampa Bay,29.78433726
1991,2,Lower Tampa Bay,8.254201778
1991,3,Lower Tampa Bay,30.76309283
1991,4,Lower Tampa Bay,26.27309567
1991,5,Lower Tampa Bay,55.3113288
1991,6,Lower Tampa Bay,26.87402963
1991,7,Lower Tampa Bay,70.40792246
1991,8,Lower Tampa Bay,49.91807354
1991,9,Lower Tampa Bay,27.61393736
1991,10,Lower Tampa Bay,8.475686194
1991,11,Lower Tampa Bay,4.502734352
1991,12,Lower Tampa Bay,4.957932103
1992,1,Lower Tampa Bay,11.07518569
1992,2,Lower Tampa Bay,38.65642856
1992,3,Lower Tampa Bay,20.18939301
1992,4,Lower Tampa Bay,21.70807729
1992,5,Lower Tampa Bay,3.494925022
1992,6,Lower Tampa Bay,110.7523124
1992,7,Lower Tampa Bay,41.15767178
1992,8,Lower Tampa Bay,54.07780652
1992,9,Lower Tampa Bay,42.63838765
1992,10,Lower Tampa Bay,23.85713394
1992,11,Lower Tampa Bay,17.34211381
1992,12,Lower Tampa Bay,7.787045152
1993,1,Lower Tampa Bay,43.41970426
1993,2,Lower Tampa Bay,16.45154946
1993,3,Lower Tampa Bay,20.08055598
1993,4,Lower Tampa Bay,26.31420678
1993,5,Lower Tampa Bay,13.43424929
1993,6,Lower Tampa Bay,22.97140849
1993,7,Lower Tampa Bay,32.16141432
1993,8,Lower Tampa Bay,55.29684783
1993,9,Lower Tampa Bay,42.06389371
1993,10,Lower Tampa Bay,36.61834198
1993,11,Lower Tampa Bay,6.122740304
1993,12,Lower Tampa Bay,9.113116664
1994,1,Lower Tampa Bay,25.16554351
1994,2,Lower Tampa Bay,6.174250369
1994,3,Lower Tampa Bay,15.00667654
1994,4,Lower Tampa Bay,25.59680877
1994,5,Lower Tampa Bay,2.705776879
1994,6,Lower Tampa Bay,54.79198173
1994,7,Lower Tampa Bay,59.63925509
1994,8,Lower Tampa Bay,57.91829089
1994,9,Lower Tampa Bay,71.42826648
1994,10,Lower Tampa Bay,22.02927771
1994,11,Lower Tampa Bay,9.015681255
1994,12,Lower Tampa Bay,17.30166497
1995,1,Lower Tampa Bay,25.89249591
1995,2,Lower Tampa Bay,16.89885387
1995,3,Lower Tampa Bay,12.57481036
1995,4,Lower Tampa Bay,18.99222928
1995,5,Lower Tampa Bay,11.25720366
1995,6,Lower Tampa Bay,84.87265207
1995,7,Lower Tampa Bay,65.78000842
1995,8,Lower Tampa Bay,115.4261994
1995,9,Lower Tampa Bay,42.20849641
1995,10,Lower Tampa Bay,42.45908194
1995,11,Lower Tampa Bay,24.00698358
1995,12,Lower Tampa Bay,8.66378403
1996,1,Lower Tampa Bay,35.78054337
1996,2,Lower Tampa Bay,11.3607063
1996,3,Lower Tampa Bay,32.63200309
1996,4,Lower Tampa Bay,17.7644692
1996,5,Lower Tampa Bay,31.55934697
1996,6,Lower Tampa Bay,59.33316929
1996,7,Lower Tampa Bay,25.02171401
1996,8,Lower Tampa Bay,27.24401166
1996,9,Lower Tampa Bay,25.07823202
1996,10,Lower Tampa Bay,30.96257147
1996,11,Lower Tampa Bay,6.549506803
1996,12,Lower Tampa Bay,17.32544798
1997,1,Lower Tampa Bay,9.194726209
1997,2,Lower Tampa Bay,9.599649399
1997,3,Lower Tampa Bay,17.85467
1997,4,Lower Tampa Bay,60.89303662
1997,5,Lower Tampa Bay,18.57164594
1997,6,Lower Tampa Bay,37.53134055
1997,7,Lower Tampa Bay,61.17008742
1997,8,Lower Tampa Bay,48.86639299
1997,9,Lower Tampa Bay,94.03134578
1997,10,Lower Tampa Bay,23.32731045
1997,11,Lower Tampa Bay,52.72261263
1997,12,Lower Tampa Bay,97.1430916
1998,1,Lower Tampa Bay,64.36258708
1998,2,Lower Tampa Bay,80.99320072
1998,3,Lower Tampa Bay,63.5875524
1998,4,Lower Tampa Bay,7.059536124
1998,5,Lower Tampa Bay,18.28635644
1998,6,Lower Tampa Bay,18.59575226
1998,7,Lower Tampa Bay,49.58543384
1998,8,Lower Tampa Bay,36.32037705
1998,9,Lower Tampa Bay,67.2408664
1998,10,Lower Tampa Bay,5.837037645
1998,11,Lower Tampa Bay,16.66255758
1998,12,Lower Tampa Bay,8.885922954
1999,1,Lower Tampa Bay,25.98946878
1999,2,Lower Tampa Bay,2.941647273
1999,3,Lower Tampa Bay,6.194487552
1999,4,Lower Tampa Bay,4.835982661
1999,5,Lower Tampa Bay,18.1994199
1999,6,Lower Tampa Bay,42.5959883
1999,7,Lower Tampa Bay,45.95773233
1999,8,Lower Tampa Bay,84.06123384
1999,9,Lower Tampa Bay,45.48752489
1999,10,Lower Tampa Bay,21.2715289
1999,11,Lower Tampa Bay,7.562572428
1999,12,Lower Tampa Bay,11.92206868
2000,1,Lower Tampa Bay,9.563756562
2000,2,Lower Tampa Bay,4.632210939
2000,3,Lower Tampa Bay,10.19570793
2000,4,Lower Tampa Bay,5.904082476
2000,5,Lower Tampa Bay,2.541003968
2000,6,Lower Tampa Bay,36.00681198
2000,7,Lower Tampa Bay,75.27407943
2000,8,Lower Tampa Bay,64.51055115
2000,9,Lower Tampa Bay,56.37799677
2000,10,Lower Tampa Bay,3.335246535
2000,11,Lower Tampa Bay,11.88375775
2000,12,Lower Tampa Bay,5.502606592
2001,1,Lower Tampa Bay,4.039305249
2001,2,Lower Tampa Bay,2.375010187
2001,3,Lower Tampa Bay,53.03096703
2001,4,Lower Tampa Bay,3.863009694
2001,5,Lower Tampa Bay,5.389595573
2001,6,Lower Tampa Bay,47.78874027
2001,7,Lower Tampa Bay,93.00138105
2001,8,Lower Tampa Bay,37.94334194
2001,9,Lower Tampa Bay,152.4641634
2001,10,Lower Tampa Bay,17.46737058
2001,11,Lower Tampa Bay,3.858305376
2001,12,Lower Tampa Bay,6.846949803
2002,1,Lower Tampa Bay,15.32686715
2002,2,Lower Tampa Bay,24.63562739
2002,3,Lower Tampa Bay,4.228434383
2002,4,Lower Tampa Bay,8.836807358
2002,5,Lower Tampa Bay,12.93054295
2002,6,Lower Tampa Bay,43.47409321
2002,7,Lower Tampa Bay,43.56080556
2002,8,Lower Tampa Bay,74.6009452
2002,9,Lower Tampa Bay,48.72196243
2002,10,Lower Tampa Bay,18.1870406
2002,11,Lower Tampa Bay,18.63059686
2002,12,Lower Tampa Bay,93.30255339
2003,1,Lower Tampa Bay,21.0904228
2003,2,Lower Tampa Bay,18.6574712
2003,3,Lower Tampa Bay,37.19739936
2003,4,Lower Tampa Bay,39.13185383
2003,5,Lower Tampa Bay,18.99314052
2003,6,Lower Tampa Bay,118.6675605
2003,7,Lower Tampa Bay,36.33086485
2003,8,Lower Tampa Bay,150.9118472
2003,9,Lower Tampa Bay,69.98817378
2003,10,Lower Tampa Bay,8.830226266
2003,11,Lower Tampa Bay,8.585054349
2003,12,Lower Tampa Bay,18.23753437
2004,1,Lower Tampa Bay,18.64213228
2004,2,Lower Tampa Bay,27.48084674
2004,3,Lower Tampa Bay,7.043641134
2004,4,Lower Tampa Bay,17.29733025
2004,5,Lower Tampa Bay,14.2197328
2004,6,Lower Tampa Bay,56.5064507
2004,7,Lower Tampa Bay,77.86315854
2004,8,Lower Tampa Bay,92.57469773
2004,9,Lower Tampa Bay,84.87548983
2004,10,Lower Tampa Bay,14.42880668
2004,11,Lower Tampa Bay,12.04202016
2004,12,Lower Tampa Bay,15.36372452
2005,1,Lower Tampa Bay,10.37432319
2005,2,Lower Tampa Bay,20.87709545
2005,3,Lower Tampa Bay,33.68380836
2005,4,Lower Tampa Bay,23.85777198
2005,5,Lower Tampa Bay,25.02209844
2005,6,Lower Tampa Bay,78.72425744
2005,7,Lower Tampa Bay,43.71562202
2005,8,Lower Tampa Bay,27.76266767
2005,9,Lower Tampa Bay,16.67244851
2005,10,Lower Tampa Bay,35.85214444
2005,11,Lower Tampa Bay,15.95139869
2005,12,Lower Tampa Bay,10.89229669
2006,1,Lower Tampa Bay,4.975499109
2006,2,Lower Tampa Bay,16.60260392
2006,3,Lower Tampa Bay,3.265559396
2006,4,Lower Tampa Bay,4.036434194
2006,5,Lower Tampa Bay,9.755921562
2006,6,Lower Tampa Bay,45.32611495
2006,7,Lower Tampa Bay,69.03952964
2006,8,Lower Tampa Bay,60.00362132
2006,9,Lower Tampa Bay,77.86291017
2006,10,Lower Tampa Bay,10.60032257
2006,11,Lower Tampa Bay,11.95910081
2006,12,Lower Tampa Bay,17.07020316
2007,1,Lower Tampa Bay,16.27137234
2007,2,Lower Tampa Bay,15.04653129
2007,3,Lower Tampa Bay,7.629930102
2007,4,Lower Tampa Bay,18.20346419
2007,5,Lower Tampa Bay,2.940412403
2007,6,Lower Tampa Bay,35.17441287
2007,7,Lower Tampa Bay,48.65583734
2007,8,Lower Tampa Bay,64.05880843
2007,9,Lower Tampa Bay,39.15876943
2007,10,Lower Tampa Bay,31.0901403
2007,11,Lower Tampa Bay,3.169099838
2007,12,Lower Tampa Bay,6.930768969
2008,1,Lower Tampa Bay,24.52044742
2008,2,Lower Tampa Bay,16.27632429
2008,3,Lower Tampa Bay,26.04985884
2008,4,Lower Tampa Bay,23.58745413
2008,5,Lower Tampa Bay,8.546420134
2008,6,Lower Tampa Bay,57.35617224
2008,7,Lower Tampa Bay,66.70143618
2008,8,Lower Tampa Bay,53.73878093
2008,9,Lower Tampa Bay,9.809949889
2008,10,Lower Tampa Bay,26.44414405
2008,11,Lower Tampa Bay,4.317199747
2008,12,Lower Tampa Bay,11.78085142
2009,1,Lower Tampa Bay,12.62492695
2009,2,Lower Tampa Bay,5.130657387
2009,3,Lower Tampa Bay,6.359908338
2009,4,Lower Tampa Bay,11.17771253
2009,5,Lower Tampa Bay,52.0438447
2009,6,Lower Tampa Bay,42.7587247
2009,7,Lower Tampa Bay,61.46247234
2009,8,Lower Tampa Bay,66.52140924
2009,9,Lower Tampa Bay,65.5362684
2009,10,Lower Tampa Bay,9.76219167
2009,11,Lower Tampa Bay,21.39278125
2009,12,Lower Tampa Bay,21.51959093
2010,1,Lower Tampa Bay,18.20177683
2010,2,Lower Tampa Bay,13.03268814
2010,3,Lower Tampa Bay,44.93228842
2010,4,Lower Tampa Bay,15.85136013
2010,5,Lower Tampa Bay,18.33671302
2010,6,Lower Tampa Bay,32.71770243
2010,7,Lower Tampa Bay,59.18622772
2010,8,Lower Tampa Bay,82.36563458
2010,9,Lower Tampa Bay,18.14679783
2010,10,Lower Tampa Bay,1.171034987
2010,11,Lower Tampa Bay,11.08805308
2010,12,Lower Tampa Bay,4.349388846
2011,1,Lower Tampa Bay,26.74849162
2011,2,Lower Tampa Bay,5.562393712
2011,3,Lower Tampa Bay,43.79269178
2011,4,Lower Tampa Bay,13.55615681
2011,5,Lower Tampa Bay,11.23448232
2011,6,Lower Tampa Bay,26.54723739
2011,7,Lower Tampa Bay,53.04423722
2011,8,Lower Tampa Bay,67.65299002
2011,9,Lower Tampa Bay,63.24774392
2011,10,Lower Tampa Bay,18.24716962
2011,11,Lower Tampa Bay,8.432262724
2011,12,Lower Tampa Bay,3.174644675
2012,1,Lower Tampa Bay,8.08246689
2012,2,Lower Tampa Bay,5.329791435
2012,3,Lower Tampa Bay,7.705089948
2012,4,Lower Tampa Bay,17.82363533
2012,5,Lower Tampa Bay,15.69556928
2012,6,Lower Tampa Bay,116.0433047
2012,7,Lower Tampa Bay,44.41456848
2012,8,Lower Tampa Bay,90.01645404
2012,9,Lower Tampa Bay,36.63559047
2012,10,Lower Tampa Bay,20.67598876
2012,11,Lower Tampa Bay,3.906261754
2012,12,Lower Tampa Bay,16.51936656
2013,1,Lower Tampa Bay,4.250296545
2013,2,Lower Tampa Bay,7.339390967
2013,3,Lower Tampa Bay,8.631980667
2013,4,Lower Tampa Bay,24.23270734
2013,5,Lower Tampa Bay,17.82163833
2013,6,Lower Tampa Bay,98.49176929
2013,7,Lower Tampa Bay,79.74303279
2013,8,Lower Tampa Bay,66.61093162
2013,9,Lower Tampa Bay,75.33578438
2013,10,Lower Tampa Bay,8.170875109
2013,11,Lower Tampa Bay,11.25837077
2013,12,Lower Tampa Bay,6.831053022
2014,1,Lower Tampa Bay,20.07402502
2014,2,Lower Tampa Bay,13.40288758
2014,3,Lower Tampa Bay,37.93481632
2014,4,Lower Tampa Bay,9.3854895
2014,5,Lower Tampa Bay,42.91831997
2014,6,Lower Tampa Bay,39.31060363
2014,7,Lower Tampa Bay,48.46258424
2014,8,Lower Tampa Bay,35.61808222
2014,9,Lower Tampa Bay,92.61926962
2014,10,Lower Tampa Bay,22.93971702
2014,11,Lower Tampa Bay,31.95498353
2014,12,Lower Tampa Bay,6.695125337
2015,1,Lower Tampa Bay,14.52928568
2015,2,Lower Tampa Bay,32.27417091
2015,3,Lower Tampa Bay,7.143093176
2015,4,Lower Tampa Bay,17.3346345
2015,5,Lower Tampa Bay,29.88106569
2015,6,Lower Tampa Bay,30.7869718
2015,7,Lower Tampa Bay,82.85462941
2015,8,Lower Tampa Bay,78.2098253
2015,9,Lower Tampa Bay,50.72222505
2015,10,Lower Tampa Bay,20.67439417
2015,11,Lower Tampa Bay,10.42882689
2015,12,Lower Tampa Bay,7.357434066
2016,1,Lower Tampa Bay,40.19986507
2016,2,Lower Tampa Bay,13.02445974
2016,3,Lower Tampa Bay,13.32373478
2016,4,Lower Tampa Bay,9.007739507
2016,5,Lower Tampa Bay,36.62716657
2016,6,Lower Tampa Bay,83.22901363
2016,7,Lower Tampa Bay,44.29373024
2016,8,Lower Tampa Bay,120.8839927
