year,month,bay_segment,hy_load_106_m3_mo
2016,9,Lower Tampa Bay,47.41709478
2016,10,Lower Tampa Bay,17.67844908
2016,11,Lower Tampa Bay,1.41869574
2016,12,Lower Tampa Bay,4.376421732
2017,1,Lower Tampa Bay,6.662731681
2017,2,Lower Tampa Bay,6.524752952
2017,3,Lower Tampa Bay,5.345122105
2017,4,Lower Tampa Bay,6.034582971
2017,5,Lower Tampa Bay,14.62567265
2017,6,Lower Tampa Bay,49.41953174
2017,7,Lower Tampa Bay,49.59124355
2017,8,Lower Tampa Bay,74.98845991
2017,9,Lower Tampa Bay,30.55268086
2017,10,Lower Tampa Bay,14.68647806
2017,11,Lower Tampa Bay,3.648079273
2017,12,Lower Tampa Bay,5.01508811
2018,1,Lower Tampa Bay,18.46915065
2018,2,Lower Tampa Bay,5.677987298
2018,3,Lower Tampa Bay,7.758594303
2018,4,Lower Tampa Bay,12.13360333
2018,5,Lower Tampa Bay,61.51973114
2018,6,Lower Tampa Bay,42.15626894
2018,7,Lower Tampa Bay,43.55488934
2018,8,Lower Tampa Bay,61.24012959
2018,9,Lower Tampa Bay,35.50269851
2018,10,Lower Tampa Bay,10.47060369
2018,11,Lower Tampa Bay,9.177736221
2018,12,Lower Tampa Bay,45.5828502
2019,1,Lower Tampa Bay,24.86244453
2019,2,Lower Tampa Bay,13.90079713
2019,3,Lower Tampa Bay,6.961171476
2019,4,Lower Tampa Bay,12.29497538
2019,5,Lower Tampa Bay,20.49474885
2019,6,Lower Tampa Bay,36.18823341
2019,7,Lower Tampa Bay,94.37935417
2019,8,Lower Tampa Bay,88.51246537
2019,9,Lower Tampa Bay,12.69078678
2019,10,Lower Tampa Bay,41.89210407
2019,11,Lower Tampa Bay,5.851696954
2019,12,Lower Tampa Bay,26.02251678
2020,1,Lower Tampa Bay,6.08958038
2020,2,Lower Tampa Bay,12.31675567
2020,3,Lower Tampa Bay,1.326063952
2020,4,Lower Tampa Bay,34.22765466
2020,5,Lower Tampa Bay,11.99202578
2020,6,Lower Tampa Bay,51.04588079
2020,7,Lower Tampa Bay,43.20023173
2020,8,Lower Tampa Bay,59.97264122
2020,9,Lower Tampa Bay,52.84984904
2020,10,Lower Tampa Bay,16.25441235
2020,11,Lower Tampa Bay,42.99195706
2020,12,Lower Tampa Bay,21.04442657
2021,1,Lower Tampa Bay,8.308620189
2021,2,Lower Tampa Bay,15.87386629
2021,3,Lower Tampa Bay,9.403236629
2021,4,Lower Tampa Bay,19.84820671
2021,5,Lower Tampa Bay,3.051014025
2021,6,Lower Tampa Bay,50.40652182
2021,7,Lower Tampa Bay,46.45469073
2021,8,Lower Tampa Bay,59.31601747
2021,9,Lower Tampa Bay,52.63335431
2021,10,Lower Tampa Bay,11.56724359
2021,11,Lower Tampa Bay,21.19793466
2021,12,Lower Tampa Bay,7.83309071
1985,1,Middle Tampa Bay,25.64751243
1985,2,Middle Tampa Bay,21.72975074
1985,3,Middle Tampa Bay,31.20357777
1985,4,Middle Tampa Bay,20.93824807
1985,5,Middle Tampa Bay,14.77480236
1985,6,Middle Tampa Bay,69.30126366
1985,7,Middle Tampa Bay,78.3543204
1985,8,Middle Tampa Bay,119.9302811
1985,9,Middle Tampa Bay,97.82852779
1985,10,Middle Tampa Bay,41.9784605
1985,11,Middle Tampa Bay,27.63281563
1985,12,Middle Tampa Bay,15.38745911
1986,1,Middle Tampa Bay,31.48324044
1986,2,Middle Tampa Bay,33.27062192
1986,3,Middle Tampa Bay,53.89423633
1986,4,Middle Tampa Bay,18.38959696
1986,5,Middle Tampa Bay,27.20754048
1986,6,Middle Tampa Bay,65.23195425
1986,7,Middle Tampa Bay,72.79918695
1986,8,Middle Tampa Bay,99.20509422
1986,9,Middle Tampa Bay,64.88431453
1986,10,Middle Tampa Bay,137.3015089
1986,11,Middle Tampa Bay,32.39572589
1986,12,Middle Tampa Bay,35.25154663
1987,1,Middle Tampa Bay,34.95121522
1987,2,Middle Tampa Bay,27.49489832
1987,3,Middle Tampa Bay,122.8205453
1987,4,Middle Tampa Bay,29.2503655
1987,5,Middle Tampa Bay,63.78328955
1987,6,Middle Tampa Bay,48.3421112
1987,7,Middle Tampa Bay,82.7703982
1987,8,Middle Tampa Bay,103.2451875
1987,9,Middle Tampa Bay,69.33498463
1987,10,Middle Tampa Bay,29.48722002
1987,11,Middle Tampa Bay,63.6869198
1987,12,Middle Tampa Bay,15.17311369
1988,1,Middle Tampa Bay,38.35257513
1988,2,Middle Tampa Bay,30.04036291
1988,3,Middle Tampa Bay,62.06725636
1988,4,Middle Tampa Bay,25.02447945
1988,5,Middle Tampa Bay,24.05983668
1988,6,Middle Tampa Bay,31.4427743
1988,7,Middle Tampa Bay,78.35460879
1988,8,Middle Tampa Bay,142.6949468
1988,9,Middle Tampa Bay,495.5006919
1988,10,Middle Tampa Bay,27.67919059
1988,11,Middle Tampa Bay,75.41819804
1988,12,Middle Tampa Bay,17.71603272
1989,1,Middle Tampa Bay,28.45809044
1989,2,Middle Tampa Bay,10.54705871
1989,3,Middle Tampa Bay,28.61087054
1989,4,Middle Tampa Bay,13.8619344
1989,5,Middle Tampa Bay,13.11828856
1989,6,Middle Tampa Bay,74.30647639
1989,7,Middle Tampa Bay,92.32109777
1989,8,Middle Tampa Bay,88.16176073
1989,9,Middle Tampa Bay,125.3845232
1989,10,Middle Tampa Bay,30.4103509
1989,11,Middle Tampa Bay,24.46734336
1989,12,Middle Tampa Bay,42.29187624
1990,1,Middle Tampa Bay,14.18825983
1990,2,Middle Tampa Bay,51.06600374
1990,3,Middle Tampa Bay,18.3778712
1990,4,Middle Tampa Bay,14.8745009
1990,5,Middle Tampa Bay,21.88911353
1990,6,Middle Tampa Bay,80.75324767
1990,7,Middle Tampa Bay,97.03181849
1990,8,Middle Tampa Bay,60.25323667
1990,9,Middle Tampa Bay,35.4155789
1990,10,Middle Tampa Bay,33.9933224
1990,11,Middle Tampa Bay,19.29437281
1990,12,Middle Tampa Bay,10.39236503
1991,1,Middle Tampa Bay,44.56704314
1991,2,Middle Tampa Bay,12.46017274
1991,3,Middle Tampa Bay,48.37425497
1991,4,Middle Tampa Bay,31.67062573
1991,5,Middle Tampa Bay,84.88864526
1991,6,Middle Tampa Bay,52.87883379
1991,7,Middle Tampa Bay,137.6043692
1991,8,Middle Tampa Bay,97.99869901
1991,9,Middle Tampa Bay,57.92987556
1991,10,Middle Tampa Bay,20.01446075
1991,11,Middle Tampa Bay,9.701054272
1991,12,Middle Tampa Bay,11.70456314
1992,1,Middle Tampa Bay,22.73605481
1992,2,Middle Tampa Bay,54.25316527
1992,3,Middle Tampa Bay,28.99643198
1992,4,Middle Tampa Bay,38.00763082
1992,5,Middle Tampa Bay,11.38598656
1992,6,Middle Tampa Bay,142.9838192
1992,7,Middle Tampa Bay,83.53858861
1992,8,Middle Tampa Bay,99.42874985
1992,9,Middle Tampa Bay,80.48843647
1992,10,Middle Tampa Bay,46.98359452
1992,11,Middle Tampa Bay,33.58568264
1992,12,Middle Tampa Bay,15.83367103
1993,1,Middle Tampa Bay,55.76738169
1993,2,Middle Tampa Bay,29.00290371
1993,3,Middle Tampa Bay,40.14553071
1993,4,Middle Tampa Bay,47.71712871
1993,5,Middle Tampa Bay,21.75146667
1993,6,Middle Tampa Bay,33.73219797
1993,7,Middle Tampa Bay,41.40551901
1993,8,Middle Tampa Bay,76.43087551
1993,9,Middle Tampa Bay,80.72477624
1993,10,Middle Tampa Bay,54.9343259
1993,11,Middle Tampa Bay,17.90496236
1993,12,Middle Tampa Bay,17.99062656
1994,1,Middle Tampa Bay,40.35037402
1994,2,Middle Tampa Bay,14.11943949
1994,3,Middle Tampa Bay,24.06714314
1994,4,Middle Tampa Bay,39.18032379
1994,5,Middle Tampa Bay,9.964822067
1994,6,Middle Tampa Bay,82.5606835
1994,7,Middle Tampa Bay,105.9058937
1994,8,Middle Tampa Bay,137.4159959
1994,9,Middle Tampa Bay,182.5450841
1994,10,Middle Tampa Bay,60.23757571
1994,11,Middle Tampa Bay,19.99788048
1994,12,Middle Tampa Bay,27.71991708
1995,1,Middle Tampa Bay,43.94682017
1995,2,Middle Tampa Bay,29.86978019
1995,3,Middle Tampa Bay,20.78612367
1995,4,Middle Tampa Bay,27.88637066
1995,5,Middle Tampa Bay,19.5251707
1995,6,Middle Tampa Bay,120.955459
1995,7,Middle Tampa Bay,110.165566
1995,8,Middle Tampa Bay,300.5468774
1995,9,Middle Tampa Bay,84.61974826
1995,10,Middle Tampa Bay,84.20055171
1995,11,Middle Tampa Bay,50.29284224
1995,12,Middle Tampa Bay,19.27024165
1996,1,Middle Tampa Bay,75.87449424
1996,2,Middle Tampa Bay,25.15171581
1996,3,Middle Tampa Bay,50.803484
1996,4,Middle Tampa Bay,35.0964491
1996,5,Middle Tampa Bay,35.41714084
1996,6,Middle Tampa Bay,78.95850544
1996,7,Middle Tampa Bay,43.86532555
1996,8,Middle Tampa Bay,45.5190348
1996,9,Middle Tampa Bay,35.94946832
1996,10,Middle Tampa Bay,40.10740463
1996,11,Middle Tampa Bay,12.96368622
1996,12,Middle Tampa Bay,29.66558412
1997,1,Middle Tampa Bay,13.1904093
1997,2,Middle Tampa Bay,15.38485754
1997,3,Middle Tampa Bay,22.36779091
1997,4,Middle Tampa Bay,81.91025903
1997,5,Middle Tampa Bay,28.02118489
1997,6,Middle Tampa Bay,41.95728954
1997,7,Middle Tampa Bay,93.97519351
1997,8,Middle Tampa Bay,95.13141162
1997,9,Middle Tampa Bay,167.1681953
1997,10,Middle Tampa Bay,50.27376485
1997,11,Middle Tampa Bay,87.42592276
1997,12,Middle Tampa Bay,178.6698144
1998,1,Middle Tampa Bay,105.5428369
1998,2,Middle Tampa Bay,187.2004653
1998,3,Middle Tampa Bay,145.8174955
1998,4,Middle Tampa Bay,22.5956708
1998,5,Middle Tampa Bay,24.91234737
1998,6,Middle Tampa Bay,31.84988489
1998,7,Middle Tampa Bay,76.71691745
1998,8,Middle Tampa Bay,58.95991786
1998,9,Middle Tampa Bay,138.2007634
1998,10,Middle Tampa Bay,27.70049858
1998,11,Middle Tampa Bay,30.97938735
1998,12,Middle Tampa Bay,18.17721896
1999,1,Middle Tampa Bay,44.38671892
1999,2,Middle Tampa Bay,10.68167099
1999,3,Middle Tampa Bay,14.57802323
1999,4,Middle Tampa Bay,9.591399358
1999,5,Middle Tampa Bay,22.32706997
1999,6,Middle Tampa Bay,62.87923889
1999,7,Middle Tampa Bay,75.59528568
1999,8,Middle Tampa Bay,115.8680165
1999,9,Middle Tampa Bay,88.32212305
1999,10,Middle Tampa Bay,37.4765507
1999,11,Middle Tampa Bay,19.04235862
1999,12,Middle Tampa Bay,20.61760803
2000,1,Middle Tampa Bay,19.63368464
2000,2,Middle Tampa Bay,10.30381592
2000,3,Middle Tampa Bay,12.52069329
2000,4,Middle Tampa Bay,9.0067568
2000,5,Middle Tampa Bay,4.130352625
2000,6,Middle Tampa Bay,51.6533557
2000,7,Middle Tampa Bay,136.9494297
2000,8,Middle Tampa Bay,100.7238405
2000,9,Middle Tampa Bay,92.9006909
2000,10,Middle Tampa Bay,9.251012354
2000,11,Middle Tampa Bay,18.3155985
2000,12,Middle Tampa Bay,9.978713739
2001,1,Middle Tampa Bay,10.71472831
2001,2,Middle Tampa Bay,7.30949151
2001,3,Middle Tampa Bay,63.33285761
2001,4,Middle Tampa Bay,11.69371136
2001,5,Middle Tampa Bay,6.831862639
2001,6,Middle Tampa Bay,57.88421918
2001,7,Middle Tampa Bay,137.7732219
2001,8,Middle Tampa Bay,79.34297344
2001,9,Middle Tampa Bay,384.4644417
2001,10,Middle Tampa Bay,37.8959691
2001,11,Middle Tampa Bay,13.71465974
2001,12,Middle Tampa Bay,12.52946448
2002,1,Middle Tampa Bay,21.98663702
2002,2,Middle Tampa Bay,35.72912074
2002,3,Middle Tampa Bay,10.83666497
2002,4,Middle Tampa Bay,16.25960796
2002,5,Middle Tampa Bay,16.70091421
2002,6,Middle Tampa Bay,65.48445812
2002,7,Middle Tampa Bay,85.62197159
2002,8,Middle Tampa Bay,111.0947036
2002,9,Middle Tampa Bay,85.48234557
2002,10,Middle Tampa Bay,30.28595574
2002,11,Middle Tampa Bay,28.92095583
2002,12,Middle Tampa Bay,164.5395923
2003,1,Middle Tampa Bay,57.15980809
2003,2,Middle Tampa Bay,35.13323721
2003,3,Middle Tampa Bay,55.50418777
2003,4,Middle Tampa Bay,60.25159853
2003,5,Middle Tampa Bay,29.99864183
2003,6,Middle Tampa Bay,193.9980687
2003,7,Middle Tampa Bay,65.61970139
2003,8,Middle Tampa Bay,301.1311705
2003,9,Middle Tampa Bay,156.0741049
2003,10,Middle Tampa Bay,33.82060846
2003,11,Middle Tampa Bay,20.85712439
2003,12,Middle Tampa Bay,27.57716218
2004,1,Middle Tampa Bay,34.29009763
2004,2,Middle Tampa Bay,48.81223625
2004,3,Middle Tampa Bay,20.14145958
2004,4,Middle Tampa Bay,24.90090739
2004,5,Middle Tampa Bay,26.86498798
2004,6,Middle Tampa Bay,63.38016328
2004,7,Middle Tampa Bay,127.6324049
2004,8,Middle Tampa Bay,191.6683943
2004,9,Middle Tampa Bay,220.231475
2004,10,Middle Tampa Bay,37.31316216
2004,11,Middle Tampa Bay,22.79050145
2004,12,Middle Tampa Bay,23.71118032
2005,1,Middle Tampa Bay,20.23630816
2005,2,Middle Tampa Bay,24.05724653
2005,3,Middle Tampa Bay,61.65666401
2005,4,Middle Tampa Bay,38.45270995
2005,5,Middle Tampa Bay,39.41950823
2005,6,Middle Tampa Bay,128.7776468
2005,7,Middle Tampa Bay,90.77816162
2005,8,Middle Tampa Bay,53.15616239
2005,9,Middle Tampa Bay,27.75055283
2005,10,Middle Tampa Bay,46.39847311
2005,11,Middle Tampa Bay,24.5527994
2005,12,Middle Tampa Bay,19.00240105
2006,1,Middle Tampa Bay,10.77953111
2006,2,Middle Tampa Bay,31.04385744
2006,3,Middle Tampa Bay,6.032362673
2006,4,Middle Tampa Bay,7.154194531
2006,5,Middle Tampa Bay,11.97128614
2006,6,Middle Tampa Bay,59.10534257
2006,7,Middle Tampa Bay,97.35449073
2006,8,Middle Tampa Bay,85.26088132
2006,9,Middle Tampa Bay,125.1389335
2006,10,Middle Tampa Bay,20.57204446
2006,11,Middle Tampa Bay,21.53645363
2006,12,Middle Tampa Bay,26.53068459
2007,1,Middle Tampa Bay,23.14999627
2007,2,Middle Tampa Bay,28.24629698
2007,3,Middle Tampa Bay,14.6208827
2007,4,Middle Tampa Bay,27.67630317
2007,5,Middle Tampa Bay,5.658776104
2007,6,Middle Tampa Bay,53.59525289
2007,7,Middle Tampa Bay,66.03181387
2007,8,Middle Tampa Bay,104.5126166
2007,9,Middle Tampa Bay,55.556224
2007,10,Middle Tampa Bay,62.37080713
2007,11,Middle Tampa Bay,10.02184457
2007,12,Middle Tampa Bay,14.19563637
2008,1,Middle Tampa Bay,39.7401953
2008,2,Middle Tampa Bay,32.2623739
2008,3,Middle Tampa Bay,41.1658574
2008,4,Middle Tampa Bay,41.42408147
2008,5,Middle Tampa Bay,12.2538264
2008,6,Middle Tampa Bay,81.21872533
2008,7,Middle Tampa Bay,103.0259505
2008,8,Middle Tampa Bay,94.55464919
2008,9,Middle Tampa Bay,28.5016733
2008,10,Middle Tampa Bay,39.40403304
2008,11,Middle Tampa Bay,9.395139134
2008,12,Middle Tampa Bay,18.48206261
2009,1,Middle Tampa Bay,19.10241324
2009,2,Middle Tampa Bay,10.60536032
2009,3,Middle Tampa Bay,10.65385459
2009,4,Middle Tampa Bay,15.84036918
2009,5,Middle Tampa Bay,80.96248618
2009,6,Middle Tampa Bay,85.52339445
2009,7,Middle Tampa Bay,133.0739283
2009,8,Middle Tampa Bay,130.4885302
2009,9,Middle Tampa Bay,136.2592146
2009,10,Middle Tampa Bay,25.29761757
2009,11,Middle Tampa Bay,33.96783523
2009,12,Middle Tampa Bay,36.97082987
2010,1,Middle Tampa Bay,29.0949146
2010,2,Middle Tampa Bay,25.48499702
2010,3,Middle Tampa Bay,79.45072987
2010,4,Middle Tampa Bay,31.78584598
2010,5,Middle Tampa Bay,30.66863919
2010,6,Middle Tampa Bay,43.73237459
2010,7,Middle Tampa Bay,101.9516095
2010,8,Middle Tampa Bay,123.3991203
2010,9,Middle Tampa Bay,35.6703055
2010,10,Middle Tampa Bay,7.3523434
2010,11,Middle Tampa Bay,17.50231395
2010,12,Middle Tampa Bay,9.619177903
2011,1,Middle Tampa Bay,40.6033284
2011,2,Middle Tampa Bay,12.61387746
2011,3,Middle Tampa Bay,65.03598513
2011,4,Middle Tampa Bay,31.60899374
2011,5,Middle Tampa Bay,19.93833818
2011,6,Middle Tampa Bay,37.5238702
2011,7,Middle Tampa Bay,78.56589067
2011,8,Middle Tampa Bay,123.3198524
2011,9,Middle Tampa Bay,135.2873437
2011,10,Middle Tampa Bay,42.62567639
2011,11,Middle Tampa Bay,17.00605253
2011,12,Middle Tampa Bay,9.493944078
2012,1,Middle Tampa Bay,15.56963692
2012,2,Middle Tampa Bay,10.14360082
2012,3,Middle Tampa Bay,10.06302387
2012,4,Middle Tampa Bay,23.27938715
2012,5,Middle Tampa Bay,22.91543438
2012,6,Middle Tampa Bay,176.3625873
2012,7,Middle Tampa Bay,73.95853324
2012,8,Middle Tampa Bay,184.0156661
2012,9,Middle Tampa Bay,74.8865495
2012,10,Middle Tampa Bay,51.40041619
2012,11,Middle Tampa Bay,10.49532669
2012,12,Middle Tampa Bay,27.57216541
2013,1,Middle Tampa Bay,11.31823236
2013,2,Middle Tampa Bay,13.92168098
2013,3,Middle Tampa Bay,12.21999149
2013,4,Middle Tampa Bay,30.84250484
2013,5,Middle Tampa Bay,26.91064218
2013,6,Middle Tampa Bay,143.0039021
2013,7,Middle Tampa Bay,144.1749126
2013,8,Middle Tampa Bay,125.4491251
2013,9,Middle Tampa Bay,142.0761591
2013,10,Middle Tampa Bay,21.81883012
2013,11,Middle Tampa Bay,21.00167123
2013,12,Middle Tampa Bay,13.14324583
2014,1,Middle Tampa Bay,33.46595185
2014,2,Middle Tampa Bay,23.60436476
2014,3,Middle Tampa Bay,58.40800573
2014,4,Middle Tampa Bay,17.67101147
2014,5,Middle Tampa Bay,49.66080829
2014,6,Middle Tampa Bay,57.95597775
2014,7,Middle Tampa Bay,80.69844072
2014,8,Middle Tampa Bay,62.49289883
2014,9,Middle Tampa Bay,163.5689563
2014,10,Middle Tampa Bay,48.55204284
2014,11,Middle Tampa Bay,54.86448942
2014,12,Middle Tampa Bay,17.50292919
2015,1,Middle Tampa Bay,20.24563253
2015,2,Middle Tampa Bay,54.00576004
2015,3,Middle Tampa Bay,18.86449723
2015,4,Middle Tampa Bay,26.218754
2015,5,Middle Tampa Bay,39.641196
2015,6,Middle Tampa Bay,47.11564763
2015,7,Middle Tampa Bay,146.1747785
2015,8,Middle Tampa Bay,183.7834369
2015,9,Middle Tampa Bay,93.92587997
2015,10,Middle Tampa Bay,44.47098717
2015,11,Middle Tampa Bay,26.47749835
2015,12,Middle Tampa Bay,14.75166458
2016,1,Middle Tampa Bay,73.02997886
2016,2,Middle Tampa Bay,34.40381091
2016,3,Middle Tampa Bay,24.90394469
2016,4,Middle Tampa Bay,19.87191849
2016,5,Middle Tampa Bay,48.11676835
2016,6,Middle Tampa Bay,144.2953225
2016,7,Middle Tampa Bay,66.47038246
2016,8,Middle Tampa Bay,225.3312641
2016,9,Middle Tampa Bay,106.2213359
2016,10,Middle Tampa Bay,41.64421138
2016,11,Middle Tampa Bay,7.572984768
2016,12,Middle Tampa Bay,8.699894459
2017,1,Middle Tampa Bay,11.46775255
2017,2,Middle Tampa Bay,11.53546961
2017,3,Middle Tampa Bay,9.997606555
2017,4,Middle Tampa Bay,11.67381404
2017,5,Middle Tampa Bay,17.21258079
2017,6,Middle Tampa Bay,60.21700475
2017,7,Middle Tampa Bay,82.4944593
2017,8,Middle Tampa Bay,112.2712779
2017,9,Middle Tampa Bay,86.13289826
2017,10,Middle Tampa Bay,24.04826434
2017,11,Middle Tampa Bay,10.30634687
2017,12,Middle Tampa Bay,11.09541278
2018,1,Middle Tampa Bay,31.36478797
2018,2,Middle Tampa Bay,15.02742985
2018,3,Middle Tampa Bay,14.13451227
2018,4,Middle Tampa Bay,18.74521036
2018,5,Middle Tampa Bay,99.33691913
2018,6,Middle Tampa Bay,88.24387252
2018,7,Middle Tampa Bay,103.4551312
2018,8,Middle Tampa Bay,127.9629867
2018,9,Middle Tampa Bay,87.46094459
2018,10,Middle Tampa Bay,26.36557843
2018,11,Middle Tampa Bay,17.22978236
2018,12,Middle Tampa Bay,79.60075884
2019,1,Middle Tampa Bay,55.06936709
2019,2,Middle Tampa Bay,37.32162104
2019,3,Middle Tampa Bay,25.2290649
2019,4,Middle Tampa Bay,23.35386684
2019,5,Middle Tampa Bay,34.65068169
2019,6,Middle Tampa Bay,61.27333126
2019,7,Middle Tampa Bay,163.4816456
2019,8,Middle Tampa Bay,181.846904
2019,9,Middle Tampa Bay,32.34192927
2019,10,Middle Tampa Bay,88.92341775
2019,11,Middle Tampa Bay,18.75666379
2019,12,Middle Tampa Bay,46.70987433
2020,1,Middle Tampa Bay,18.54969436
2020,2,Middle Tampa Bay,25.66748159
2020,3,Middle Tampa Bay,8.323685382
2020,4,Middle Tampa Bay,41.09701585
2020,5,Middle Tampa Bay,19.59470548
2020,6,Middle Tampa Bay,69.41260813
2020,7,Middle Tampa Bay,57.89589891
2020,8,Middle Tampa Bay,96.68873071
2020,9,Middle Tampa Bay,79.00503771
2020,10,Middle Tampa Bay,24.20494818
2020,11,Middle Tampa Bay,72.74714487
2020,12,Middle Tampa Bay,40.4847865
2021,1,Middle Tampa Bay,14.77672807
2021,2,Middle Tampa Bay,32.10338003
2021,3,Middle Tampa Bay,16.49922546
2021,4,Middle Tampa Bay,31.18017548
2021,5,Middle Tampa Bay,7.844264876
2021,6,Middle Tampa Bay,64.93684937
2021,7,Middle Tampa Bay,90.09008127
2021,8,Middle Tampa Bay,95.06124795
2021,9,Middle Tampa Bay,103.8779822
2021,10,Middle Tampa Bay,25.76995104
2021,11,Middle Tampa Bay,43.55073644
2021,12,Middle Tampa Bay,15.4036122
1985,1,Old Tampa Bay,22.46053649
1985,2,Old Tampa Bay,21.5771335
1985,3,Old Tampa Bay,24.19643739
1985,4,Old Tampa Bay,18.00548242
1985,5,Old Tampa Bay,13.51782128
1985,6,Old Tampa Bay,56.5011888
1985,7,Old Tampa Bay,64.82006387
1985,8,Old Tampa Bay,105.5924281
1985,9,Old Tampa Bay,95.73678545
1985,10,Old Tampa Bay,45.79485519
1985,11,Old Tampa Bay,25.45082653
1985,12,Old Tampa Bay,19.67089403
1986,1,Old Tampa Bay,34.04493405
1986,2,Old Tampa Bay,28.21236648
1986,3,Old Tampa Bay,45.23321951
1986,4,Old Tampa Bay,18.46139805
1986,5,Old Tampa Bay,27.76533588
1986,6,Old Tampa Bay,48.37249436
1986,7,Old Tampa Bay,60.0165259
1986,8,Old Tampa Bay,67.15277608
1986,9,Old Tampa Bay,54.6511731
1986,10,Old Tampa Bay,76.06397651
1986,11,Old Tampa Bay,26.4924668
1986,12,Old Tampa Bay,28.82086873
1987,1,Old Tampa Bay,37.31622766
1987,2,Old Tampa Bay,25.0557847
1987,3,Old Tampa Bay,110.3947155
1987,4,Old Tampa Bay,36.10294237
1987,5,Old Tampa Bay,41.34057746
1987,6,Old Tampa Bay,36.77405205
1987,7,Old Tampa Bay,72.13065817
1987,8,Old Tampa Bay,83.56406734
1987,9,Old Tampa Bay,61.61618132
1987,10,Old Tampa Bay,30.44320463
1987,11,Old Tampa Bay,44.08714896
1987,12,Old Tampa Bay,15.2668051
1988,1,Old Tampa Bay,33.13271578
1988,2,Old Tampa Bay,22.52328457
1988,3,Old Tampa Bay,46.44061722
1988,4,Old Tampa Bay,24.22139765
1988,5,Old Tampa Bay,20.57952939
1988,6,Old Tampa Bay,37.88017315
1988,7,Old Tampa Bay,42.86639034
1988,8,Old Tampa Bay,97.75834756
1988,9,Old Tampa Bay,245.6693972
1988,10,Old Tampa Bay,20.22507292
1988,11,Old Tampa Bay,75.73774055
1988,12,Old Tampa Bay,27.65741314
1989,1,Old Tampa Bay,27.60962257
1989,2,Old Tampa Bay,14.46455859
1989,3,Old Tampa Bay,23.26552047
1989,4,Old Tampa Bay,14.74563141
1989,5,Old Tampa Bay,13.28877213
1989,6,Old Tampa Bay,61.42193498
1989,7,Old Tampa Bay,70.15681824
1989,8,Old Tampa Bay,72.28686553
1989,9,Old Tampa Bay,70.34887245
1989,10,Old Tampa Bay,25.16066716
1989,11,Old Tampa Bay,24.19496139
1989,12,Old Tampa Bay,42.11323346
1990,1,Old Tampa Bay,16.58589795
1990,2,Old Tampa Bay,42.41111693
1990,3,Old Tampa Bay,20.65905583
1990,4,Old Tampa Bay,18.0743055
1990,5,Old Tampa Bay,21.44635266
1990,6,Old Tampa Bay,54.66370443
1990,7,Old Tampa Bay,81.48937181
1990,8,Old Tampa Bay,47.4413043
1990,9,Old Tampa Bay,33.12637256
1990,10,Old Tampa Bay,30.35195811
1990,11,Old Tampa Bay,16.343938
1990,12,Old Tampa Bay,12.2726296
1991,1,Old Tampa Bay,32.6015791
1991,2,Old Tampa Bay,13.85490661
1991,3,Old Tampa Bay,41.79724015
1991,4,Old Tampa Bay,26.68533298
1991,5,Old Tampa Bay,62.69026903
1991,6,Old Tampa Bay,42.10189131
1991,7,Old Tampa Bay,100.6806091
1991,8,Old Tampa Bay,95.48748997
1991,9,Old Tampa Bay,49.8502233
1991,10,Old Tampa Bay,23.09364021
1991,11,Old Tampa Bay,15.86127525
1991,12,Old Tampa Bay,13.7084788
1992,1,Old Tampa Bay,18.95900205
1992,2,Old Tampa Bay,34.53082932
1992,3,Old Tampa Bay,17.99362539
1992,4,Old Tampa Bay,23.68930016
1992,5,Old Tampa Bay,8.981114267
1992,6,Old Tampa Bay,59.82078861
1992,7,Old Tampa Bay,34.16545525
1992,8,Old Tampa Bay,75.03422548
1992,9,Old Tampa Bay,56.47504132
1992,10,Old Tampa Bay,64.16457015
1992,11,Old Tampa Bay,30.38066648
1992,12,Old Tampa Bay,16.97250821
1993,1,Old Tampa Bay,39.37898968
1993,2,Old Tampa Bay,27.97829638
1993,3,Old Tampa Bay,40.86654165
1993,4,Old Tampa Bay,35.46218278
1993,5,Old Tampa Bay,18.17405572
1993,6,Old Tampa Bay,28.24920853
1993,7,Old Tampa Bay,30.99092136
1993,8,Old Tampa Bay,52.53035177
1993,9,Old Tampa Bay,58.26692119
1993,10,Old Tampa Bay,51.16109531
1993,11,Old Tampa Bay,17.78078837
1993,12,Old Tampa Bay,18.72398015
1994,1,Old Tampa Bay,36.01004975
1994,2,Old Tampa Bay,14.1968687
1994,3,Old Tampa Bay,15.65821698
1994,4,Old Tampa Bay,28.98731014
1994,5,Old Tampa Bay,9.735966759
1994,6,Old Tampa Bay,43.68725296
1994,7,Old Tampa Bay,83.82378259
1994,8,Old Tampa Bay,86.77778013
1994,9,Old Tampa Bay,93.05440171
1994,10,Old Tampa Bay,41.54344136
1994,11,Old Tampa Bay,14.38576119
1994,12,Old Tampa Bay,19.72621584
1995,1,Old Tampa Bay,35.67403926
1995,2,Old Tampa Bay,24.35519641
1995,3,Old Tampa Bay,22.57071544
1995,4,Old Tampa Bay,24.20219642
1995,5,Old Tampa Bay,20.06475348
1995,6,Old Tampa Bay,89.96420556
1995,7,Old Tampa Bay,92.07306978
1995,8,Old Tampa Bay,186.6322607
1995,9,Old Tampa Bay,54.75189201
1995,10,Old Tampa Bay,89.24127081
1995,11,Old Tampa Bay,28.77190314
1995,12,Old Tampa Bay,18.67933153
1996,1,Old Tampa Bay,48.93416604
